curve_id,放电倍率,capacity_factor,is_degraded,split
98,3.0,1.0192348587141076,0,train
99,3.0,1.0020358614261313,0,train
100,3.0,0.9814752150332061,0,train
101,3.0,0.9972629211601779,0,train
102,3.0,0.9871589788479764,0,train
103,3.0,1.0012032945496305,0,train
104,3.0,1.0093347115472582,0,train
105,3.0,0.9972539658819466,0,train
106,3.0,0.9722377361132827,0,train
107,3.0,0.9825505660563605,0,train
108,3.0,0.9879974965191785,0,train
109,3.0,1.0090409612940578,0,train
110,3.0,1.014083457778764,0,train
111,3.0,0.9971972767358764,0,train
112,3.0,1.0156303070950021,0,train
113,3.0,0.9994381889576766,0,train
114,3.0,1.0085798531959465,0,train
115,3.0,0.999104334976324,0,train
116,3.0,0.9912610667980989,0,train
117,3.0,0.9984775746861757,0,train
118,3.0,1.0116894149781686,0,train
119,3.0,1.0019520418307264,0,train
120,4.0,1.0141919972568376,0,train
121,4.0,1.0044849981048272,0,train
122,4.0,0.9982838257233131,0,train
123,4.0,1.0238039698508143,0,train
124,4.0,0.9838474864907505,0,train
125,4.0,1.016741859181076,0,train
126,4.0,1.0036477954066252,0,train
127,4.0,1.0154979074962167,0,train
128,4.0,0.9989651461035964,0,train
129,4.0,1.0076752781804257,0,train
130,4.0,1.0104862814861975,0,train
131,4.0,1.012361589479857,0,train
132,4.0,1.0125716185252618,0,train
133,4.0,1.0088755163991532,0,train
134,4.0,1.0016913149989741,0,train
135,4.0,1.004473603079952,0,train
136,4.0,0.9950402253437876,0,train
137,4.0,0.995801165252299,0,train
138,4.0,1.017420004510289,0,train
139,4.0,1.0022808594459296,0,train
140,4.0,1.0111602284863979,0,train
141,4.0,0.9998047969854853,0,train
142,4.0,0.999733645997036,0,train
143,4.0,1.0135218239529733,0,train
144,5.0,0.9941107299565841,0,train
145,5.0,1.007469443365994,0,train
146,5.0,1.0088057609328633,0,train
147,5.0,0.9991181527243278,0,train
148,5.0,0.9949982755230518,0,train
149,5.0,0.9928672612448953,0,train
150,5.0,0.981553644453959,0,train
151,5.0,1.0066788853494701,0,train
152,5.0,0.9978233299342483,0,train
153,5.0,0.9892134241690618,0,train
154,5.0,1.0006834490739225,0,train
155,5.0,0.9946425703012026,0,train
156,5.0,1.03,0,train
157,5.0,1.0072807943846016,0,train
158,5.0,0.9896174028152473,0,train
159,5.0,1.0068680046962664,0,train
160,5.0,1.0155960889231974,0,train
161,5.0,1.0092034908245773,0,train
162,5.0,0.9951464592724094,0,train
163,5.0,1.0078203103241448,0,train
164,5.0,1.0037335997518122,0,train
165,5.0,0.9926640115234324,0,train
166,5.0,0.9974839963444625,0,train
167,5.0,1.011602086474611,0,train
168,6.0,0.9875411583669241,0,train
169,6.0,0.9861467639519759,0,train
170,6.0,1.0153659837221902,0,train
171,6.0,1.002821220814866,0,train
172,6.0,0.999106851009655,0,train
173,6.0,1.0092812728848177,0,train
174,6.0,1.0110847431866141,0,train
175,6.0,0.9995616954733854,0,train
176,6.0,0.9910437257285295,0,train
177,6.0,0.9984112375385052,0,train
178,6.0,0.9997321766599595,0,train
179,6.0,1.0222295673021062,0,train
180,6.0,0.9979041970456071,0,train
181,6.0,1.0173171942913775,0,train
182,6.0,0.995865293310052,0,train
183,6.0,0.9874186926564461,0,train
184,6.0,0.9841443803662316,0,train
185,6.0,0.9893088234115094,0,train
186,6.0,0.9941507603987301,0,train
187,6.0,0.9928063907716069,0,train
188,6.0,0.9876454078924339,0,train
189,6.0,0.9857702467225276,0,train
190,6.0,0.9992696653488888,0,train
191,6.0,1.00095351286664,0,train
