放电时间,放电倍率,放电电压,已放电容量
5248.170850501686,0.5,3.7659824395016703,12.391514508128981
5288.541395505545,0.5,3.753185721413262,12.486833850499204
5328.911940509404,0.5,3.737438402685966,12.582153192869427
5369.282485513263,0.5,3.7328711632681824,12.67747253523965
5409.653030517122,0.5,3.733870977916804,12.772791877609874
5450.0235755209815,0.5,3.7290979153777677,12.868111219980097
5490.39412052484,0.5,3.7282503414369046,12.96343056235032
5530.7646655287,0.5,3.7254072986556044,13.058749904720543
5571.135210532559,0.5,3.6991249122164547,13.154069247090765
5611.505755536417,0.5,3.679847567675378,13.249388589460988
5651.876300540277,0.5,3.6619326716600007,13.344707931831211
5692.246845544136,0.5,3.6675126401842317,13.440027274201434
5732.6173905479955,0.5,3.6491706172424747,13.535346616571656
5772.987935551854,0.5,3.6403629088522127,13.63066595894188
5813.358480555713,0.5,3.6270842411273465,13.725985301312104
5853.729025559573,0.5,3.617838968650108,13.821304643682327
5894.099570563431,0.5,3.6130641574462294,13.91662398605255
5934.470115567291,0.5,3.593494736016063,14.011943328422772
5974.84066057115,0.5,3.5773944265766997,14.107262670792995
6015.211205575009,0.5,3.556945683940262,14.202582013163218
6055.581750578868,0.5,3.537516977551194,14.29790135553344
6095.952295582727,0.5,3.529806470133839,14.393220697903663
6136.322840586587,0.5,3.5163427814939716,14.488540040273886
6176.693385590445,0.5,3.511565746454647,14.583859382644109
6217.063930594305,0.5,3.4827028869079233,14.679178725014332
6257.434475598164,0.5,3.469862007922245,14.774498067384556
6297.8050206020225,0.5,3.4404181000733245,14.869817409754779
6338.175565605882,0.5,3.415437028643476,14.965136752125002
6378.546110609741,0.5,3.3955773295954503,15.060456094495224
6418.916655613601,0.5,3.3747729065835834,15.155775436865447
6459.287200617459,0.5,3.370428406178217,15.25109477923567
6499.657745621318,0.5,3.3256080069272067,15.346414121605893
6540.028290625178,0.5,3.310464894147153,15.441733463976115
6580.3988356290365,0.5,3.2707677747648467,15.537052806346338
6620.769380632896,0.5,3.253432643019714,15.632372148716561
6661.139925636755,0.5,3.218042767406522,15.727691491086784
6701.510470640614,0.5,3.18046774076515,15.823010833457008
6741.881015644473,0.5,3.1448401277447626,15.918330175827231
6782.251560648332,0.5,3.101484801074614,16.013649518197454
6822.622105652192,0.5,3.0665492995431194,16.108968860567675
6862.9926506560505,0.5,3.0145401516855066,16.2042882029379
6903.363195659909,0.5,2.959388625748396,16.299607545308124
6943.733740663769,0.5,2.904536068967772,16.394926887678345
6984.104285667628,0.5,2.8546784613953124,16.49024623004857
7024.474830671487,0.5,2.7986916992267727,16.58556557241879
7064.845375675346,0.5,2.7170237070051586,16.680884914789015
7105.215920679206,0.5,2.6355629982987425,16.776204257159236
7145.5864656830645,0.5,2.5502197983953465,16.87152359952946
7185.957010686923,0.5,2.4594010009311584,16.96684294189968
7226.327555690783,0.5,2.45,17.062162284269906
0.0,0.5,4.0107145964806215,0.0
40.025116688580816,0.5,4.01639842892953,0.09450374773692691
80.05023337716163,0.5,4.005710799313294,0.18900749547385381
120.07535006574244,0.5,3.994619734339718,0.2835112432107807
160.10046675432326,0.5,3.9920024597857697,0.37801499094770763
200.1255834429041,0.5,4.010663522117843,0.47251873868463456
240.15070013148488,0.5,4.009359083578482,0.5670224864215614
280.17581682006573,0.5,3.994634569082941,0.6615262341584883
320.20093350864653,0.5,3.9912956030763587,0.7560299818954153
360.2260501972273,0.5,4.001693862485395,0.8505337296323422
400.2511668858082,0.5,3.9822129668223374,0.9450374773692691
440.27628357438897,0.5,3.981410912181679,1.039541225106196
480.30140026296976,0.5,3.9894656534054254,1.1340449728431228
520.3265169515506,0.5,3.980041012778229,1.2285487205800498
560.3516336401315,0.5,3.980161136122979,1.3230524683169766
600.3767503287122,0.5,3.9764952501421527,1.4175562160539037
640.4018670172931,0.5,3.97719430936114,1.5120599637908305
680.4269837058739,0.5,3.9816513174950035,1.6065637115277573
720.4521003944546,0.5,3.969919661244931,1.7010674592646844
760.4772170830355,0.5,3.9707395629954543,1.7955712070016112
800.5023337716163,0.5,3.949572296417677,1.8900749547385383
840.5274504601971,0.5,3.960039879333938,1.984578702475465
880.5525671487779,0.5,3.9515817157663,2.079082450212392
920.5776838373588,0.5,3.9459061739297807,2.173586197949319
960.6028005259395,0.5,3.945028472637944,2.2680899456862456
1000.6279172145204,0.5,3.945495476283831,2.3625936934231726
1040.6530339031012,0.5,3.9507090259306814,2.4570974411600996
1080.678150591682,0.5,3.9323397842369374,2.5516011888970267
1120.703267280263,0.5,3.9382657371243077,2.6461049366339533
1160.7283839688437,0.5,3.9315660523355542,2.7406086843708803
1200.7535006574244,0.5,3.9294160660035775,2.8351124321078074
1240.7786173460054,0.5,3.935217592875596,2.929616179844734
1280.8037340345861,0.5,3.928938488671605,3.024119927581661
1320.8288507231669,0.5,3.9312351994512498,3.118623675318588
1360.8539674117478,0.5,3.9181183907170256,3.2131274230555147
1400.8790841003286,0.5,3.911476277481224,3.3076311707924417
1440.9042007889093,0.5,3.9117408552065362,3.402134918529369
1480.9293174774903,0.5,3.9120378565918847,3.4966386662662954
1520.954434166071,0.5,3.908817976501525,3.5911424140032224
1560.9795508546517,0.5,3.8976117391096072,3.6856461617401495
1601.0046675432327,0.5,3.9029309447315894,3.7801499094770765
1641.0297842318134,0.5,3.9013356082825483,3.874653657214003
1681.0549009203942,0.5,3.9143509770544567,3.96915740495093
1721.0800176089751,0.5,3.907678898756324,4.063661152687857
1761.1051342975559,0.5,3.8869926974526186,4.158164900424784
1801.1302509861366,0.5,3.8886437584508022,4.252668648161711
1841.1553676747176,0.5,3.878625803651006,4.347172395898638
1881.1804843632983,0.5,3.8825249452345236,4.441676143635565
1921.205601051879,0.5,3.8867368136333837,4.536179891372491
1961.23071774046,0.5,3.8909242715995087,4.630683639109418
2001.2558344290408,0.5,3.876123324181595,4.725187386846345
2041.2809511176217,0.5,3.874967915684168,4.819691134583272
2081.3060678062025,0.5,3.8633038836884466,4.914194882320199
2121.3311844947834,0.5,3.875187515812178,5.008698630057126
2161.356301183364,0.5,3.8676710540960224,5.103202377794053
2201.381417871945,0.5,3.869891437961277,5.1977061255309795
2241.406534560526,0.5,3.866231570469623,5.292209873267907
2281.4316512491064,0.5,3.870258166205771,5.386713621004834
2321.4567679376873,0.5,3.8578290405530256,5.481217368741761
2361.4818846262683,0.5,3.8586420077282635,5.575721116478688
2401.507001314849,0.5,3.881815816572629,5.670224864215615
2441.53211800343,0.5,3.857696535981162,5.764728611952541
2481.5572346920108,0.5,3.857967450860781,5.859232359689468
2521.5823513805913,0.5,3.8767914374835275,5.953736107426395
2561.6074680691722,0.5,3.8830569862651916,6.048239855163322
2601.632584757753,0.5,3.8546258751363562,6.142743602900249
2641.6577014463337,0.5,3.859161826128418,6.237247350637176
2681.6828181349147,0.5,3.8630907620700397,6.331751098374103
2721.7079348234956,0.5,3.87161280931366,6.426254846111029
2761.733051512076,0.5,3.852459692683445,6.520758593847956
2801.758168200657,0.5,3.856657297545857,6.6152623415848835
2841.783284889238,0.5,3.862764058610757,6.7097660893218105
2881.8084015778186,0.5,3.859665126952547,6.804269837058738
2921.8335182663996,0.5,3.853411361769827,6.898773584795665
2961.8586349549805,0.5,3.8542708685654277,6.993277332532591
3001.883751643561,0.5,3.8451184949825934,7.087781080269518
3041.908868332142,0.5,3.852014695915787,7.182284828006445
3081.933985020723,0.5,3.851043419395986,7.276788575743372
3121.9591017093035,0.5,3.8536210916041567,7.371292323480299
3161.9842183978844,0.5,3.8475085604866,7.465796071217226
3202.0093350864654,0.5,3.853631072733861,7.560299818954153
3242.034451775046,0.5,3.856460712808083,7.654803566691079
3282.059568463627,0.5,3.849833671072673,7.749307314428006
3322.084685152208,0.5,3.8502988788660866,7.843811062164933
3362.1098018407884,0.5,3.847401066136529,7.93831480990186
3402.1349185293693,0.5,3.846135681906567,8.032818557638787
3442.1600352179503,0.5,3.8403298577167355,8.127322305375714
3482.185151906531,0.5,3.8463716609153016,8.221826053112641
3522.2102685951118,0.5,3.842580494211306,8.316329800849568
3562.2353852836927,0.5,3.8563319760564188,8.410833548586496
3602.2605019722732,0.5,3.8517502864798994,8.505337296323422
3642.285618660854,0.5,3.8426197996863767,8.599841044060348
3682.310735349435,0.5,3.833704954881492,8.694344791797276
3722.3358520380157,0.5,3.8301389530670638,8.788848539534202
3762.3609687265966,0.5,3.8444286891569646,8.88335228727113
3802.3860854151776,0.5,3.836847989544658,8.977856035008056
3842.411202103758,0.5,3.8369430645126528,9.072359782744982
3882.436318792339,0.5,3.8204918775032324,9.16686353048191
3922.46143548092,0.5,3.837028083320287,9.261367278218836
3962.486552169501,0.5,3.832265646556045,9.355871025955764
4002.5116688580815,0.5,3.8200596746990905,9.45037477369269
4042.5367855466625,0.5,3.822651184107545,9.544878521429618
4082.5619022352435,0.5,3.8258107061958038,9.639382269166545
4122.587018923824,0.5,3.8224945988667036,9.73388601690347
4162.612135612405,0.5,3.8181865925018177,9.828389764640399
4202.637252300986,0.5,3.8173820573876616,9.922893512377325
4242.662368989567,0.5,3.8142000631435096,10.017397260114253
4282.687485678147,0.5,3.8146441662793027,10.111901007851179
4322.712602366728,0.5,3.821148047062651,10.206404755588107
4362.737719055309,0.5,3.7913735745852684,10.300908503325033
4402.76283574389,0.5,3.8044588327954614,10.395412251061959
4442.787952432471,0.5,3.804477950454411,10.489915998798887
4482.813069121052,0.5,3.802376871486603,10.584419746535813
4522.838185809632,0.5,3.794817819222053,10.678923494272741
4562.863302498213,0.5,3.7822697927898203,10.773427242009667
4602.888419186794,0.5,3.7929840998799857,10.867930989746595
4642.913535875375,0.5,3.798907974247604,10.962434737483521
4682.938652563956,0.5,3.7732012801475654,11.056938485220448
4722.963769252537,0.5,3.785512682001339,11.151442232957375
4762.988885941117,0.5,3.7734038404689247,11.245945980694302
4803.014002629698,0.5,3.770951337727298,11.34044972843123
4843.039119318279,0.5,3.759798032590864,11.434953476168156
4883.06423600686,0.5,3.7599746293332377,11.529457223905082
4923.0893526954405,0.5,3.766113057877837,11.62396097164201
4963.1144693840215,0.5,3.756145603563967,11.718464719378936
5003.139586072602,0.5,3.7585408184898763,11.812968467115864
5043.1647027611825,0.5,3.749180929265545,11.90747221485279
5083.1898194497635,0.5,3.738323916014449,12.001975962589718
5123.2149361383445,0.5,3.7409894836614304,12.096479710326644
5163.240052826925,0.5,3.7257601229922765,12.19098345806357
5203.265169515506,0.5,3.72167579345767,12.285487205800498
5243.290286204087,0.5,3.707075573335936,12.379990953537424
5283.315402892667,0.5,3.7022072320845254,12.474494701274352
5323.340519581248,0.5,3.689410413912673,12.568998449011278
5363.365636269829,0.5,3.6928261536586473,12.663502196748206
5403.39075295841,0.5,3.669878714242073,12.758005944485133
5443.415869646991,0.5,3.6744449753829214,12.852509692222059
5483.440986335572,0.5,3.658843535025512,12.947013439958987
5523.466103024152,0.5,3.6586252690763628,13.041517187695913
5563.491219712733,0.5,3.645987018313146,13.13602093543284
5603.516336401314,0.5,3.64300504827267,13.230524683169767
5643.541453089895,0.5,3.625030019632214,13.325028430906693
5683.566569778476,0.5,3.598438400563777,13.419532178643621
5723.591686467057,0.5,3.59710633909498,13.514035926380547
5763.616803155637,0.5,3.5776965486246017,13.608539674117475
5803.641919844218,0.5,3.5696826208510632,13.703043421854401
5843.667036532799,0.5,3.570461285466648,13.79754716959133
5883.69215322138,0.5,3.5511297140629834,13.892050917328255
5923.717269909961,0.5,3.528139133987421,13.986554665065182
5963.742386598542,0.5,3.5114854572019802,14.08105841280211
6003.767503287122,0.5,3.50343406920848,14.175562160539036
6043.792619975703,0.5,3.4792689701653785,14.270065908275964
6083.817736664284,0.5,3.466567319493185,14.36456965601289
6123.842853352865,0.5,3.4561299861245702,14.459073403749818
6163.867970041446,0.5,3.444013592785318,14.553577151486744
6203.893086730027,0.5,3.421729358813972,14.64808089922367
6243.918203418607,0.5,3.3827138438340434,14.742584646960598
6283.943320107188,0.5,3.3798815771413624,14.837088394697524
6323.968436795769,0.5,3.3569697970134555,14.931592142434452
6363.99355348435,0.5,3.3368536445990826,15.026095890171378
6404.018670172931,0.5,3.3213623534890417,15.120599637908306
6444.043786861512,0.5,3.271617211297156,15.215103385645232
6484.068903550092,0.5,3.255206846555509,15.309607133382158
6524.094020238673,0.5,3.235242853549406,15.404110881119086
6564.119136927254,0.5,3.1908604656401156,15.498614628856012
6604.144253615835,0.5,3.1797987071132856,15.59311837659294
6644.169370304416,0.5,3.138403156363688,15.687622124329867
6684.194486992997,0.5,3.1052214193542365,15.782125872066793
6724.219603681577,0.5,3.056442450957107,15.87662961980372
6764.244720370158,0.5,3.0234229197440032,15.971133367540647
6804.269837058739,0.5,2.9792151758343497,16.065637115277575
6844.29495374732,0.5,2.9236250939433686,16.1601408630145
6884.320070435901,0.5,2.8691360562737636,16.254644610751427
6924.3451871244815,0.5,2.8097300124694593,16.349148358488353
6964.370303813062,0.5,2.736596955362628,16.443652106225283
7004.395420501643,0.5,2.6693396476755322,16.53815585396221
7044.4205371902235,0.5,2.589725982559548,16.632659601699135
7084.4456538788045,0.5,2.5052700831910344,16.72716334943606
7124.470770567385,0.5,2.45,16.82166709717299
7164.4958872559655,0.5,2.45,16.916170844909917
0.0,0.5,3.99482897467754,0.0
40.16312413285134,0.5,3.992509593067866,0.0948295986470101
80.32624826570267,0.5,3.9978672383579266,0.1896591972940202
120.48937239855401,0.5,4.000612205040626,0.28448879594103027
160.65249653140535,0.5,3.993342364956732,0.3793183945880404
200.8156206642567,0.5,4.000517947261751,0.4741479932350505
240.97874479710802,0.5,3.9955354040465383,0.5689775918820605
281.14186892995934,0.5,3.993556313925126,0.6638071905290707
321.3049930628107,0.5,3.9896501085789837,0.7586367891760808
361.46811719566205,0.5,3.9995684766411155,0.8534663878230909
401.6312413285134,0.5,3.9803283884773046,0.948295986470101
441.7943654613647,0.5,3.965954248789201,1.043125585117111
481.95748959421604,0.5,3.9879796191825343,1.137955183764121
522.1206137270674,0.5,3.9716428308995924,1.2327847824111313
562.2837378599187,0.5,3.972951606423674,1.3276143810581413
602.4468619927701,0.5,3.978465661531021,1.4224439797051516
642.6099861256214,0.5,3.956128133955619,1.5172735783521616
682.7731102584727,0.5,3.955729900936939,1.6121031769991716
722.9362343913241,0.5,3.9505272917488115,1.7069327756461818
763.0993585241754,0.5,3.9530602608841834,1.8017623742931919
803.2624826570268,0.5,3.9584062098912702,1.896591972940202
843.4256067898781,0.5,3.9559347011869725,1.9914215715872121
883.5887309227294,0.5,3.951166075502264,2.086251170234222
923.7518550555808,0.5,3.936624697072386,2.181080768881232
963.9149791884321,0.5,3.9273905076184623,2.275910367528242
1004.0781033212834,0.5,3.940145400910966,2.3707399661752526
1044.2412274541348,0.5,3.933369900243739,2.4655695648222626
1084.4043515869862,0.5,3.9364214937417863,2.5603991634692727
1124.5674757198374,0.5,3.9348248662273084,2.6552287621162827
1164.7305998526888,0.5,3.9277950303779714,2.7500583607632927
1204.8937239855402,0.5,3.9287864624178264,2.844887959410303
1245.0568481183914,0.5,3.922023859031086,2.939717558057313
1285.2199722512428,0.5,3.9209118509356577,3.034547156704323
1325.3830963840942,0.5,3.909478922402659,3.129376755351333
1365.5462205169454,0.5,3.9099766317096196,3.224206353998343
1405.7093446497968,0.5,3.909529833463455,3.3190359526453537
1445.8724687826482,0.5,3.9108181741305668,3.4138655512923637
1486.0355929154994,0.5,3.8997709550393074,3.5086951499393737
1526.1987170483508,0.5,3.9031716900091737,3.6035247485863837
1566.3618411812022,0.5,3.8951646514527734,3.6983543472333937
1606.5249653140536,0.5,3.893554433777156,3.793183945880404
1646.6880894469048,0.5,3.897422025288793,3.888013544527414
1686.8512135797562,0.5,3.8759325744975066,3.9828431431744242
1727.0143377126076,0.5,3.8782867141166872,4.077672741821434
1767.1774618454588,0.5,3.8747750433371713,4.172502340468444
1807.3405859783102,0.5,3.866859392033303,4.267331939115454
1847.5037101111616,0.5,3.875953456893378,4.362161537762464
1887.6668342440128,0.5,3.8835986011029586,4.456991136409474
1927.8299583768642,0.5,3.874711217112086,4.551820735056484
1967.9930825097156,0.5,3.87614754741264,4.646650333703495
2008.1562066425668,0.5,3.880424562890182,4.741479932350505
2048.319330775418,0.5,3.880372990248452,4.836309530997515
2088.4824549082696,0.5,3.8693591082808005,4.931139129644525
2128.645579041121,0.5,3.877449920231469,5.025968728291535
2168.8087031739724,0.5,3.8674919110215242,5.120798326938545
2208.9718273068233,0.5,3.8598404207861825,5.215627925585555
2249.1349514396748,0.5,3.8601658830459322,5.310457524232565
2289.298075572526,0.5,3.8529285216881815,5.405287122879575
2329.4611997053776,0.5,3.855726508383,5.500116721526585
2369.624323838229,0.5,3.8581556551911698,5.594946320173596
2409.7874479710804,0.5,3.8648953021482635,5.689775918820606
2449.9505721039313,0.5,3.870029539466152,5.784605517467616
2490.1136962367827,0.5,3.8480687329875747,5.879435116114626
2530.276820369634,0.5,3.8590715612791326,5.974264714761636
2570.4399445024856,0.5,3.848451815984525,6.069094313408646
2610.603068635337,0.5,3.8577658599290734,6.163923912055656
2650.7661927681884,0.5,3.8527903763956144,6.258753510702666
2690.92931690104,0.5,3.84045435247774,6.353583109349676
2731.0924410338907,0.5,3.858237809608029,6.448412707996686
2771.255565166742,0.5,3.8470649278523963,6.543242306643696
2811.4186892995936,0.5,3.8467368010979643,6.638071905290707
2851.581813432445,0.5,3.8423239058971546,6.732901503937717
2891.7449375652964,0.5,3.844341748533276,6.827731102584727
2931.908061698148,0.5,3.85086638042634,6.922560701231737
2972.0711858309987,0.5,3.8459244789756095,7.017390299878747
3012.23430996385,0.5,3.8486452149055173,7.112219898525757
3052.3974340967015,0.5,3.848093045902655,7.207049497172767
3092.560558229553,0.5,3.853783705829381,7.3018790958197775
3132.7236823624044,0.5,3.8417678430318647,7.3967086944667875
3172.8868064952558,0.5,3.833315933650939,7.4915382931137975
3213.049930628107,0.5,3.8496796437195617,7.586367891760808
3253.213054760958,0.5,3.8394150405771623,7.681197490407818
3293.3761788938095,0.5,3.8483357268128278,7.776027089054828
3333.539303026661,0.5,3.842540023324393,7.870856687701838
3373.7024271595124,0.5,3.838184793912526,7.9656862863488485
3413.8655512923638,0.5,3.840517054239032,8.060515884995858
3454.028675425215,0.5,3.8503974139250214,8.155345483642868
3494.191799558066,0.5,3.850282647921139,8.250175082289879
3534.3549236909175,0.5,3.8357332061137632,8.345004680936889
3574.518047823769,0.5,3.835312081177047,8.439834279583899
3614.6811719566203,0.5,3.840422466652109,8.534663878230909
3654.8442960894718,0.5,3.8263348281864604,8.629493476877919
3695.007420222323,0.5,3.833131520763125,8.724323075524929
3735.170544355174,0.5,3.829500860980283,8.819152674171939
3775.3336684880255,0.5,3.8305350593519725,8.913982272818949
3815.496792620877,0.5,3.8214768975357756,9.008811871465959
3855.6599167537283,0.5,3.8150002206609432,9.103641470112969
3895.8230408865797,0.5,3.8103028994233865,9.19847106875998
3935.986165019431,0.5,3.8152532355081092,9.29330066740699
3976.1492891522826,0.5,3.818129955800777,9.388130266054
4016.3124132851335,0.5,3.8176037433100287,9.48295986470101
4056.475537417985,0.5,3.8309379916052504,9.57778946334802
4096.638661550836,0.5,3.823523775014291,9.67261906199503
4136.801785683688,0.5,3.8076740376435123,9.76744866064204
4176.964909816539,0.5,3.814533484761055,9.86227825928905
4217.128033949391,0.5,3.8073605298027613,9.95710785793606
4257.291158082242,0.5,3.806009159240655,10.05193745658307
4297.454282215093,0.5,3.806893022157184,10.14676705523008
4337.617406347945,0.5,3.8074225859855506,10.24159665387709
4377.780530480795,0.5,3.798436228996357,10.3364262525241
4417.943654613647,0.5,3.8052662746278783,10.43125585117111
4458.106778746498,0.5,3.7876061132847054,10.52608544981812
4498.2699028793495,0.5,3.79244940542818,10.62091504846513
4538.433027012201,0.5,3.806890245001514,10.71574464711214
4578.596151145052,0.5,3.787661157785291,10.81057424575915
4618.759275277904,0.5,3.792472032985527,10.90540384440616
4658.922399410755,0.5,3.7798938262056843,11.00023344305317
4699.0855235436065,0.5,3.779502794725245,11.09506304170018
4739.248647676458,0.5,3.7713262610477454,11.189892640347193
4779.411771809309,0.5,3.7664988392531655,11.284722238994203
4819.574895942161,0.5,3.7581314755847646,11.379551837641213
