time,device_id,split,state_label,is_anomaly_point,fault_onset_idx,fault_onset_time,anomaly_start_idx,anomaly_start_time,fault_cell,current_a,ambient_temp_c,battery_cell_temp_1,battery_cell_temp_2,battery_cell_temp_3,battery_cell_temp_4,battery_cell_temp_5,battery_cell_temp_6,battery_cell_temp_7,battery_cell_temp_8,battery_cell_volt_1,battery_cell_volt_2,battery_cell_volt_3,battery_cell_volt_4,battery_cell_volt_5,battery_cell_volt_6,battery_cell_volt_7,battery_cell_volt_8,battery_cell_SOC_1,battery_cell_SOC_2,battery_cell_SOC_3,battery_cell_SOC_4,battery_cell_SOC_5,battery_cell_SOC_6,battery_cell_SOC_7,battery_cell_SOC_8
2026-01-01 00:50:00,BAT_0001,train,normal,0,-1,,-1,,,0.69048065,28.762964,30.30809,30.325731,31.276615,31.07743,30.640747,31.271656,31.47216,29.941694,3.6829681,3.6708372,3.7586532,3.7439988,3.7487588,3.7358027,3.891689,3.6785576,67.82639,68.51618,75.485725,74.13995,74.69176,74.79594,88.39652,68.03825
2026-01-01 00:55:00,BAT_0001,train,normal,0,-1,,-1,,,0.7293913,28.675282,30.36391,30.413445,31.256226,31.82145,30.64061,31.714611,31.351925,30.040514,3.684816,3.6807306,3.7633781,3.7482114,3.7502112,3.7453644,3.8989165,3.6870723,68.16954,68.8678,75.82616,74.47924,75.04935,75.14925,88.74076,68.38526
2026-01-01 01:00:00,BAT_0001,train,normal,0,-1,,-1,,,0.7204148,28.58704,30.408495,30.280539,31.360012,30.738028,30.354393,30.64994,31.098024,29.995583,3.6947434,3.6873872,3.772292,3.7514482,3.7583141,3.751326,3.8983586,3.6876879,68.50847,69.21508,76.1624,74.814354,75.402534,75.49821,89.080765,68.728
2026-01-01 01:05:00,BAT_0001,train,normal,0,-1,,-1,,,0.71910745,28.498281,30.478085,29.506325,30.798548,30.906145,30.389076,31.30011,31.00166,30.611359,3.6901553,3.6819901,3.774232,3.7560742,3.7583914,3.7557795,3.9037907,3.6860764,68.84678,69.56174,76.49803,75.14886,75.75508,75.846535,89.42015,69.07011
2026-01-01 01:10:00,BAT_0001,train,normal,0,-1,,-1,,,0.7407079,28.409046,30.499409,30.273767,30.85515,30.552513,30.460209,30.80128,30.823923,29.738867,3.6984012,3.691607,3.774666,3.7638865,3.7604687,3.7510943,3.899896,3.6877756,69.19525,69.91881,76.84374,75.49341,76.11822,76.20533,89.76973,69.42249
2026-01-01 01:15:00,BAT_0001,train,normal,0,-1,,-1,,,0.7022057,28.31938,29.742413,30.232138,30.72162,30.34756,30.594936,30.829224,30.909657,29.536638,3.6976693,3.6911426,3.7807288,3.762253,3.7664483,3.7621212,3.9081807,3.6976023,69.52561,70.25732,77.171486,75.820045,76.46248,76.54547,90.101135,69.75657
2026-01-01 01:20:00,BAT_0001,train,normal,0,-1,,-1,,,0.71211475,28.229322,30.08029,29.784737,30.980373,30.963402,30.260454,31.123383,30.75532,29.740282,3.6919606,3.6947947,3.7760277,3.7632654,3.7686923,3.7691517,3.9150014,3.6997821,69.860634,70.6006,77.50385,76.1513,76.8116,76.89041,90.43722,70.09535
2026-01-01 01:25:00,BAT_0001,train,normal,0,-1,,-1,,,0.6731767,28.138918,29.975578,29.067282,30.76582,30.543816,29.95355,31.116924,29.93053,29.928232,3.701428,3.7008846,3.7853122,3.7649887,3.775163,3.7639117,3.9148762,3.7041721,70.17734,70.92512,77.81805,76.46444,77.14163,77.21649,90.75493,70.41561
2026-01-01 01:30:00,BAT_0001,train,normal,0,-1,,-1,,,0.6712787,28.04821,29.91249,29.464075,30.390644,29.968431,29.933477,30.756083,30.422873,29.315659,3.70277,3.7065125,3.7938385,3.7685013,3.7704818,3.7657006,3.9115956,3.7069774,70.49315,71.24872,78.131355,76.776695,77.47073,77.54166,91.07174,70.73497
2026-01-01 01:35:00,BAT_0001,train,normal,0,-1,,-1,,,0.6747908,27.957241,29.225113,28.8638,30.996119,30.049599,30.292439,30.321106,30.102737,29.466463,3.7063253,3.7077012,3.7882917,3.7703478,3.7777712,3.7838936,3.9107656,3.7147448,70.81061,71.57401,78.446304,77.09058,77.80155,77.86852,91.390205,71.056
2026-01-01 01:40:00,BAT_0001,train,normal,0,-1,,-1,,,0.5693282,27.866055,29.186348,29.318264,30.019735,30.061525,29.394913,30.34407,30.172865,28.831623,3.7108319,3.7071242,3.7936413,3.7725322,3.775913,3.778739,3.9139335,3.7127566,71.07845,71.848465,78.71203,77.355415,78.080666,78.1443,91.658905,71.32686
2026-01-01 01:45:00,BAT_0001,train,normal,0,-1,,-1,,,0.6098437,27.774693,29.934862,28.735739,30.247019,30.103981,29.205181,30.254038,29.767406,28.66403,3.7116373,3.7094295,3.7923334,3.7766595,3.7873359,3.7760336,3.9189532,3.707052,71.36536,72.14245,78.996666,77.63909,78.37965,78.439705,91.946724,71.61699
2026-01-01 01:50:00,BAT_0001,train,normal,0,-1,,-1,,,0.5935851,27.6832,29.408531,28.805695,29.870497,29.805574,29.33693,29.948963,29.662247,28.580376,3.7159777,3.7050385,3.79521,3.7778256,3.7890742,3.7912958,3.919168,3.7210193,71.644615,72.4286,79.27371,77.91521,78.670654,78.727234,92.22687,71.89938
2026-01-01 01:55:00,BAT_0001,train,normal,0,-1,,-1,,,0.5780658,27.591623,29.912462,28.230385,29.587358,29.543434,29.793736,29.542545,29.602615,28.690487,3.7205122,3.7139628,3.8033714,3.779221,3.7858834,3.779032,3.917441,3.710039,71.91657,72.70726,79.54352,78.184105,78.954056,79.00725,92.49969,72.1744
2026-01-01 02:00:00,BAT_0001,train,normal,0,-1,,-1,,,0.5883366,27.5,29.202179,28.911388,30.031733,29.49899,29.216936,29.33045,29.451319,28.338835,3.7256217,3.7167034,3.801708,3.7819762,3.7920845,3.784766,3.923569,3.7257926,72.19336,72.990875,79.818115,78.45778,79.24249,79.29224,92.77735,72.4543
2026-01-01 02:05:00,BAT_0001,train,normal,0,-1,,-1,,,0.6639743,27.408377,29.203325,28.240051,29.951406,29.296959,29.350872,29.655718,29.332415,29.031218,3.7355025,3.7259471,3.8141477,3.7929325,3.799174,3.7922506,3.934403,3.728359,72.50573,73.31095,80.12801,78.76663,79.56801,79.61386,93.09071,72.77019
2026-01-01 02:10:00,BAT_0001,train,normal,0,-1,,-1,,,0.55598295,27.3168,28.990324,28.603926,29.844961,29.125797,29.29926,29.158993,29.349417,28.139954,3.7227674,3.7261913,3.802709,3.7828429,3.799085,3.792379,3.9372783,3.724115,72.767296,73.57897,80.38751,79.02525,79.84058,79.88318,93.35311,73.0347
2026-01-01 02:15:00,BAT_0001,train,normal,0,-1,,-1,,,0.6391295,27.225307,28.732904,28.621883,29.840506,29.76615,29.10739,29.773964,29.455713,28.530823,3.7283227,3.727818,3.814757,3.7922888,3.8040085,3.792613,3.9374897,3.726723,73.06798,73.88707,80.685814,79.322556,80.15392,80.19277,93.65475,73.33876
2026-01-01 02:20:00,BAT_0001,train,normal,0,-1,,-1,,,0.5228439,27.133945,28.693449,28.055431,29.360378,28.602737,28.558954,28.89802,28.934149,28.45399,3.7343931,3.7277758,3.809544,3.7895198,3.7967696,3.791699,3.942344,3.729593,73.31396,74.139114,80.92984,79.565765,80.41025,80.44604,93.901505,73.5875
2026-01-01 02:25:00,BAT_0001,train,normal,0,-1,,-1,,,0.5888857,27.042759,28.520493,28.14531,29.447582,28.59076,28.560886,29.498928,28.15688,27.83211,3.7362554,3.7233615,3.8136015,3.7941277,3.7993965,3.8039749,3.9381921,3.7408483,73.591,74.423,81.2047,79.83969,80.69895,80.73129,94.17943,73.86766
2026-01-01 02:30:00,BAT_0001,train,normal,0,-1,,-1,,,0.618918,26.95179,28.964348,28.393389,29.343447,29.41961,28.770178,29.555246,28.882526,28.140917,3.7416027,3.7369843,3.8209128,3.7990415,3.8140705,3.7911332,3.933462,3.7366028,73.88218,74.72135,81.49357,80.12759,81.00238,81.03109,94.47153,74.16211
2026-01-01 02:35:00,BAT_0001,train,normal,0,-1,,-1,,,0.6476888,26.861082,28.479252,28.466532,29.66488,29.559175,28.595884,29.132885,29.328669,28.26099,3.7454488,3.7440271,3.827208,3.801088,3.8148592,3.8101044,3.9469094,3.747463,74.18689,75.03358,81.79587,80.42887,81.319916,81.344826,94.77721,74.470245
2026-01-01 02:40:00,BAT_0001,train,normal,0,-1,,-1,,,0.66486096,26.770678,28.71265,27.899673,29.322363,28.833256,28.852026,29.750362,29.392141,28.271416,3.7503679,3.742197,3.8316846,3.8068066,3.813913,3.815691,3.9383633,3.7405343,74.49968,75.35408,82.10618,80.738144,81.64587,81.66688,95.09099,74.78655
2026-01-01 02:45:00,BAT_0001,train,normal,0,-1,,-1,,,0.6816352,26.68062,28.197433,28.096094,29.76604,28.857676,28.62167,29.723814,29.072,28.731224,3.7476103,3.7469459,3.8309174,3.8030698,3.8131633,3.808838,3.9638166,3.7588582,74.82036,75.68267,82.424324,81.055214,81.98004,81.997055,95.41269,75.11084
2026-01-01 02:50:00,BAT_0001,train,normal,0,-1,,-1,,,0.6445048,26.590954,28.170874,27.555387,29.301361,28.557716,28.374823,29.101322,28.980955,28.000452,3.7529998,3.748875,3.8285255,3.8029253,3.8188386,3.8099582,3.9538655,3.7454674,75.12357,75.99336,82.725136,81.35501,82.29601,82.30925,95.716866,75.41746
2026-01-01 02:55:00,BAT_0001,train,normal,0,-1,,-1,,,0.65445364,26.501719,28.446451,27.662235,29.241203,29.962189,28.565872,29.09001,28.269873,27.59236,3.75486,3.7546585,3.838513,3.8165817,3.816749,3.821584,3.9536777,3.758976,75.431465,76.30885,83.030594,81.65944,82.61686,82.62626,96.025734,75.72881
2026-01-01 03:00:00,BAT_0001,train,normal,0,-1,,-1,,,0.7293196,26.41296,28.41171,27.778305,29.049578,29.48588,28.874598,29.170704,28.448034,28.298393,3.7640886,3.7537072,3.840993,3.821921,3.831208,3.8228126,3.9695833,3.7665431,75.77458,76.66043,83.370995,81.998695,82.97441,82.97954,96.36994,76.07578
2026-01-01 03:05:00,BAT_0001,train,normal,0,-1,,-1,,,0.69751954,26.324718,28.26603,27.252787,29.061775,29.083443,27.65435,28.792517,28.563639,27.937809,3.7652624,3.7655923,3.85313,3.8311353,3.8250818,3.8214016,3.971245,3.7595484,76.10274,76.99668,83.69655,82.32316,83.316376,83.31741,96.699135,76.40762
2026-01-01 03:10:00,BAT_0001,train,normal,0,-1,,-1,,,0.6636835,26.237036,27.938831,27.306683,28.869377,28.468596,28.288857,28.515644,28.01939,27.747097,3.762509,3.762105,3.8481126,3.8236687,3.8296106,3.8244352,3.9630232,3.7624152,76.41497,77.31662,84.00631,82.63188,83.641754,83.6389,97.01236,76.723366
2026-01-01 03:15:00,BAT_0001,train,normal,0,-1,,-1,,,0.68418604,26.149954,28.132652,27.776676,28.49535,28.355803,28.496788,28.379145,28.727158,27.884068,3.782587,3.7695389,3.8538165,3.825553,3.8354726,3.8279896,3.9577796,3.764057,76.736855,77.64644,84.325645,82.95014,83.97718,83.970314,97.335266,77.04887
2026-01-01 03:20:00,BAT_0001,train,normal,0,-1,,-1,,,0.7066521,26.063515,28.289,27.31203,28.402077,28.505844,27.739403,28.522528,28.5435,27.682373,3.7681856,3.7621396,3.8482034,3.837493,3.840038,3.8408964,3.9751987,3.77782,77.069305,77.98709,84.655464,83.278854,84.32362,84.312614,97.66877,77.385056
2026-01-01 03:25:00,BAT_0001,train,normal,0,-1,,-1,,,0.7816442,25.97776,27.915485,27.855124,28.9191,29.14862,28.422565,29.249397,28.65775,27.936127,3.7783024,3.7807121,3.8626044,3.8346975,3.8487124,3.8435419,3.9761684,3.7753043,77.437035,78.36389,85.02029,83.64245,84.70683,84.69124,98.0,77.75692
2026-01-01 03:30:00,BAT_0001,train,normal,0,-1,,-1,,,0.7750265,25.892729,27.741879,27.524626,28.673887,28.550508,28.280401,29.023525,28.526905,27.505108,3.7804017,3.7821653,3.8639064,3.8368568,3.8495953,3.846802,3.981212,3.79074,77.80165,78.7375,85.38202,84.00296,85.08679,85.06666,98.0,78.12563
2026-01-01 03:35:00,BAT_0001,train,normal,0,-1,,-1,,,0.80689174,25.808464,27.918724,27.888382,28.805183,28.356,28.124336,28.380232,28.449434,27.521563,3.7962096,3.7820623,3.8744733,3.8425157,3.858836,3.8491523,3.9775927,3.7803857,78.18126,79.12647,85.75862,84.378296,85.482376,85.45751,98.0,78.50951
2026-01-01 03:40:00,BAT_0001,train,normal,0,-1,,-1,,,0.7614735,25.725004,27.728674,27.789654,28.14833,28.6038,28.555643,28.934786,28.195496,27.024366,3.7917347,3.781633,3.8730524,3.8535528,3.8524973,3.8521197,3.974733,3.7877574,78.5395,79.49355,86.11403,84.732506,85.85569,85.82636,98.0,78.87177
2026-01-01 03:45:00,BAT_0001,train,normal,0,-1,,-1,,,0.79028124,25.642387,27.52149,27.244076,28.293037,28.21788,27.865341,28.617867,28.353529,27.008667,3.8005204,3.7930636,3.8808072,3.8488536,3.8650486,3.855622,3.9824982,3.7931323,78.91129,79.87452,86.48288,85.10011,86.24313,86.20917,98.0,79.24775
2026-01-01 03:50:00,BAT_0001,train,normal,0,-1,,-1,,,0.8112753,25.560656,27.700668,27.30343,28.41949,28.92238,28.010567,28.18352,28.32359,27.496862,3.8011725,3.7971358,3.873329,3.858132,3.8677788,3.8621106,3.9865036,3.806057,79.29296,80.2656,86.86153,85.477486,86.64087,86.60214,98.0,79.63371
2026-01-01 03:55:00,BAT_0001,train,normal,0,-1,,-1,,,0.766746,25.479847,27.62682,26.778547,28.73664,27.878775,27.900713,28.461498,28.144886,27.592157,3.801762,3.8014286,3.876117,3.8571067,3.8641315,3.868673,3.9798024,3.80063,79.65369,80.63522,87.21939,85.834145,87.01677,86.97355,98.0,79.99849
2026-01-01 04:00:00,BAT_0001,train,normal,0,-1,,-1,,,0.79643947,25.4,27.838383,26.98114,28.573332,28.0209,27.78076,28.062687,27.706606,27.147892,3.813363,3.7945848,3.8741722,3.8649096,3.871603,3.8669655,3.9731448,3.8060796,80.02838,81.01916,87.59112,86.20462,87.40723,87.35934,98.0,80.377396
2026-01-01 04:05:00,BAT_0001,train,normal,0,-1,,-1,,,0.73916954,25.321152,27.515125,26.391834,28.133831,27.699106,27.824215,28.057138,27.412249,26.885668,3.8185058,3.8095956,3.8852973,3.8606658,3.8709853,3.8576555,3.9784448,3.8115067,80.37613,81.37548,87.93611,86.548454,87.76961,87.717384,98.0,80.72906
2026-01-01 04:10:00,BAT_0001,train,normal,0,-1,,-1,,,0.7437867,25.243341,27.092894,27.161186,27.932117,27.823456,27.568985,27.811682,27.30328,26.916159,3.8058808,3.8064435,3.8826058,3.8615909,3.876445,3.8612614,3.9801972,3.8146026,80.72605,81.73403,88.283264,86.89444,88.134254,88.07767,98.0,81.08291
2026-01-01 04:15:00,BAT_0001,train,normal,0,-1,,-1,,,0.7325091,25.166605,26.92774,26.384087,28.05247,27.89915,26.938416,27.805918,27.297405,27.185398,3.8147542,3.8012173,3.8860526,3.874217,3.8665776,3.8719153,3.971763,3.817768,81.07066,82.08715,88.62515,87.235176,88.49337,88.43249,98.0,81.4314
2026-01-01 04:20:00,BAT_0001,train,normal,0,-1,,-1,,,0.6841796,25.090979,27.256634,26.341557,27.746815,27.139704,26.86845,27.77594,27.444376,26.428041,3.8143525,3.81574,3.894417,3.87828,3.879624,3.8766005,3.9688475,3.8210294,81.39254,82.41697,88.94448,87.55343,88.8288,88.7639,98.0,81.75689
2026-01-01 04:25:00,BAT_0001,train,normal,0,-1,,-1,,,0.74733675,25.016499,27.203737,26.61267,27.671022,27.56786,27.06878,27.942863,27.564125,26.642216,3.819301,3.8167992,3.896915,3.8681352,3.8869,3.8845491,3.9788644,3.8138888,81.74413,82.77723,89.29329,87.90106,89.19518,89.12591,98.0,82.112434
2026-01-01 04:30:00,BAT_0001,train,normal,0,-1,,-1,,,0.69126487,24.943201,26.548018,26.054768,27.57224,27.80658,26.974543,27.506386,27.255642,26.012096,3.8234382,3.823969,3.8896747,3.8714533,3.8910449,3.882612,3.97761,3.830697,82.06934,83.110466,89.61593,88.22261,89.53408,89.460754,98.0,82.4413
2026-01-01 04:35:00,BAT_0001,train,normal,0,-1,,-1,,,0.6998712,24.871122,27.200287,26.342472,27.228865,27.303566,26.740053,27.94468,27.091957,26.329666,3.8294683,3.827006,3.9135237,3.8785357,3.8868625,3.8866377,3.9780066,3.8233497,82.398605,83.447845,89.94258,88.548164,89.8772,89.79977,98.0,82.77426
2026-01-01 04:40:00,BAT_0001,train,normal,0,-1,,-1,,,0.7082412,24.800293,26.950758,26.03914,27.426882,27.383442,26.408812,27.604496,27.092102,26.278885,3.8260994,3.8378778,3.9060194,3.879434,3.8979516,3.8875613,3.9751604,3.831662,82.731804,83.78926,90.27314,88.87761,90.22442,90.14283,98.0,83.111206
2026-01-01 04:45:00,BAT_0001,train,normal,0,-1,,-1,,,0.6947869,24.730747,26.68693,26.205963,27.633938,26.863176,26.63499,27.607233,27.126413,26.257967,3.8275535,3.831739,3.9156258,3.887304,3.894746,3.8883457,3.9740222,3.8306344,83.05867,84.12419,90.59742,89.2008,90.56504,90.47938,98.0,83.44175
2026-01-01 04:50:00,BAT_0001,train,normal,0,-1,,-1,,,0.693891,24.662521,27.376831,26.23423,27.505022,27.036335,26.381655,27.261448,27.11998,26.172123,3.8346772,3.8373363,3.9020793,3.8919535,3.8977368,3.8952954,3.9707687,3.8407915,83.38512,84.458694,90.92128,89.523575,90.90523,90.81549,98.0,83.771866
2026-01-01 04:55:00,BAT_0001,train,normal,0,-1,,-1,,,0.6502896,24.595646,26.512056,25.79557,26.87701,26.86527,26.65584,27.378176,26.4322,26.064981,3.8434336,3.8390188,3.9043798,3.8931305,3.9027002,3.8877802,3.974339,3.8379228,83.69105,84.77218,91.22479,89.826065,91.22404,91.130486,98.0,84.08124
2026-01-01 05:00:00,BAT_0001,train,normal,0,-1,,-1,,,0.6282621,24.530151,26.081686,25.851627,26.792667,27.218794,26.200668,27.057528,26.748535,25.47156,3.842367,3.8375757,3.9144166,3.8979466,3.9084253,3.884103,3.9723167,3.837598,83.98662,85.07504,91.51802,90.11831,91.53204,91.434814,98.0,84.380135
2026-01-01 05:05:00,BAT_0001,train,normal,0,-1,,-1,,,0.63837147,24.466072,26.211353,25.613552,26.670414,26.625116,26.596958,26.807787,26.705149,25.77222,3.8350797,3.8403509,3.9216964,3.8894014,3.9075315,3.8959594,3.9710443,3.8481114,84.28695,85.38278,91.81597,90.41525,91.84501,91.74403,98.0,84.68384
2026-01-01 05:10:00,BAT_0001,train,normal,0,-1,,-1,,,0.5629149,24.403435,25.54248,25.535444,26.12038,26.625986,25.84546,26.679604,25.886038,25.420282,3.84056,3.8420682,3.9075902,3.9026117,3.9087431,3.899254,3.9742491,3.8351686,84.55178,85.654144,92.078705,90.6771,92.12098,92.01671,98.0,84.951645
2026-01-01 05:15:00,BAT_0001,train,normal,0,-1,,-1,,,0.57295847,24.342274,26.162968,25.133913,26.315945,26.547201,26.091555,25.965479,26.782537,25.503798,3.851126,3.8413787,3.9177852,3.8947153,3.9062355,3.9059882,3.9731314,3.8472707,84.821335,85.93034,92.34612,90.94362,92.40188,92.29424,98.0,85.22423
2026-01-01 05:20:00,BAT_0001,train,normal,0,-1,,-1,,,0.5801747,24.282614,26.06121,25.282324,25.929104,26.571482,25.761662,26.762001,26.119612,25.385105,3.8485045,3.8479311,3.9194496,3.909596,3.9045475,3.9112613,3.978366,3.8432653,85.094284,86.21002,92.61691,91.21349,92.68631,92.57528,98.0,85.500244
2026-01-01 05:25:00,BAT_0001,train,normal,0,-1,,-1,,,0.5987846,24.224485,25.648775,25.564245,26.115557,27.011019,26.54624,27.066557,26.53771,25.294481,3.8617544,3.85333,3.928773,3.9027593,3.9138272,3.9078135,3.9745617,3.8566082,85.375984,86.49867,92.896385,91.49203,92.979866,92.865326,98.0,85.78512
2026-01-01 05:30:00,BAT_0001,train,normal,0,-1,,-1,,,-0.002147706,24.167915,24.488785,23.591665,24.309696,25.099535,24.532064,24.897005,24.133904,23.450397,3.8333657,3.8254287,3.908987,3.8876727,3.8983276,3.8927617,3.9523935,3.8268824,85.37494,86.4976,92.89535,91.49099,92.978775,92.86425,97.99895,85.78406
2026-01-01 05:35:00,BAT_0001,train,normal,0,-1,,-1,,,-0.05262448,24.112932,23.72005,23.951036,24.363575,24.82677,24.047579,24.574123,24.611513,23.588888,3.8267977,3.8203094,3.9045122,3.8813221,3.8915339,3.8742483,3.9461632,3.834254,85.34928,86.471306,92.869896,91.46562,92.95204,92.83784,97.97321,85.75811
2026-01-01 05:40:00,BAT_0001,train,normal,0,-1,,-1,,,-0.018820854,24.05956,24.328716,23.195536,24.464504,23.941969,23.536247,25.341145,24.992233,23.572367,3.8287077,3.8302922,3.8981822,3.8891652,3.8938735,3.8898578,3.9632406,3.8370311,85.3401,86.46191,92.860794,91.45655,92.94248,92.82839,97.96401,85.74883
2026-01-01 05:45:00,BAT_0001,train,normal,0,-1,,-1,,,0.06825116,24.007828,23.932833,23.53638,24.990635,24.535961,24.283882,24.90356,24.319038,23.468552,3.83339,3.8290975,3.9060276,3.888035,3.8971572,3.8898692,3.962438,3.8327768,85.372215,86.494804,92.89265,91.4883,92.975945,92.86145,97.99622,85.7813
2026-01-01 05:50:00,BAT_0001,train,normal,0,-1,,-1,,,0.006511332,23.957756,24.044619,23.145401,24.671501,24.346931,24.05199,25.093624,24.230196,23.672413,3.843177,3.83022,3.9135892,3.8854134,3.8999977,3.8864279,3.95005,3.8334117,85.37528,86.49794,92.89568,91.491325,92.97913,92.8646,97.9993,85.7844
2026-01-01 05:55:00,BAT_0001,train,normal,0,-1,,-1,,,0.06927255,23.90937,23.565813,23.392323,24.657866,25.1226,23.572638,24.784271,24.790257,23.300158,3.8395777,3.8323138,3.9020495,3.8799655,3.8915703,3.8840516,3.9563942,3.8387156,85.407875,86.531334,92.92802,91.52355,93.01309,92.898155,98.0,85.81736
2026-01-01 06:00:00,BAT_0001,train,normal,0,-1,,-1,,,0.007987204,23.862694,23.811386,23.42031,24.505173,24.825882,24.050394,24.986383,24.08498,23.116014,3.833149,3.8200264,3.9050632,3.8834395,3.9054792,3.8835104,3.9521873,3.839403,85.41164,86.53519,92.93175,91.52727,93.017006,92.90202,98.0,85.82116
2026-01-01 06:05:00,BAT_0001,train,normal,0,-1,,-1,,,0.054623365,23.817747,23.87651,23.071606,24.657625,24.348152,23.805452,24.822966,23.934275,23.607834,3.836957,3.8344715,3.9081466,3.887365,3.9012904,3.88816,3.9593852,3.8272781,85.43733,86.561516,92.957245,91.55267,93.043785,92.92848,98.0,85.847145
2026-01-01 06:10:00,BAT_0001,train,normal,0,-1,,-1,,,0.03451544,23.774555,23.713251,23.628176,24.319748,24.540606,23.951303,24.799107,24.192772,22.833815,3.8359172,3.832246,3.9043605,3.885282,3.8944898,3.886481,3.9532008,3.827995,85.45357,86.578156,92.97336,91.568726,93.06071,92.9452,98.0,85.86356
2026-01-01 06:15:00,BAT_0001,train,normal,0,-1,,-1,,,0.0745294,23.733135,24.18688,23.336308,24.708012,24.614172,23.741735,24.391901,24.402718,23.271889,3.8374896,3.8278792,3.9119186,3.881647,3.896359,3.8901002,3.9620326,3.8360538,85.48863,86.61408,93.00814,91.60339,93.097244,92.9813,98.0,85.89902
2026-01-01 06:20:00,BAT_0001,train,normal,0,-1,,-1,,,0.13885635,23.693508,24.28961,23.433956,24.896494,24.662422,24.161884,24.666315,24.407291,23.81379,3.837734,3.8379748,3.9018526,3.8893886,3.9105766,3.8961723,3.9584284,3.8396964,85.553955,86.68102,93.07295,91.667984,93.16532,93.04856,98.0,85.96508
