frame_id,image_path,split_hint,curvature,lateral_offset,traffic_density,obstacle,rain,fog,glare,bad_frame,steering,throttle,brake,exists,ok_size,brightness,contrast,valid_image,valid_label,keep
frame_000021,images/frame_000021.png,train,0.0855568542746677,0.340462869948389,0.0193316982050817,0,0,0,1,0,-0.3161859986527989,0.6961225347732878,0.0285631708232549,1,1,87.11477864583334,50.046540825570716,1,1,1
frame_000022,images/frame_000022.png,train,-0.2998853992493622,-0.1330902113477592,0.100099209784577,1,0,0,0,0,0.3334651734629215,0.3049881967255256,0.6976227704145649,1,1,92.52569444444444,47.759219491033846,1,1,1
frame_000023,images/frame_000023.png,train,-0.8016715616334529,0.2887386849901251,0.0101556221585318,0,0,0,0,0,0.4837409189334871,0.5561112199178232,0.0377453392814511,1,1,101.44694010416667,54.32787874200306,1,1,1
frame_000024,images/frame_000024.png,train,-0.3419067596891376,-0.4350261327897005,0.0430855074756487,0,0,0,0,0,0.5524700933041669,0.6365387204456954,0.0385557140089871,1,1,102.02000868055555,51.202075651692006,1,1,1
frame_000025,images/frame_000025.png,train,0.0538799022117565,-0.2466595250659943,0.1369488604354033,0,0,0,0,0,0.1125198955302827,0.6612919184052575,0.0572253958233681,1,1,89.36701388888889,49.49380683872171,1,1,1
frame_000026,images/frame_000026.png,train,-0.1347985339676919,-0.0392794834149342,0.0406083251902789,0,0,0,0,0,0.153163408118519,0.6788273793898639,0.0346276411906722,1,1,83.5998046875,51.15402450494126,1,1,1
frame_000027,images/frame_000027.png,train,-0.0460691632921487,0.1088534436076198,0.1002816349022577,0,1,0,0,0,-0.0328771822321639,0.4956875951257799,0.1624069520684343,1,1,95.64815538194445,47.0675707720887,1,1,1
frame_000028,images/frame_000028.png,train,-0.1746141485206084,0.8463748183094731,0.1090384036898557,1,0,0,0,0,-0.3642278834633949,0.3269137290044288,0.697835350491414,1,1,83.97048611111111,42.959445169573414,1,1,1
frame_000029,images/frame_000029.png,train,-0.8218288147060734,-0.0383300318808624,0.324377402362075,1,0,0,0,0,0.6053064743969085,0.1221021462320589,0.7615948568210917,1,1,85.13055555555556,50.09102317597793,1,1,1
frame_000030,images/frame_000030.png,train,0.3488162453982881,-0.2104856859482106,0.3655231105352685,0,0,0,0,0,-0.1742513366674055,0.5223036622329984,0.1186307913391192,1,1,112.303125,48.259236475155,1,1,1
frame_000031,images/frame_000031.png,train,-0.1585009425056181,-0.1046313235048433,0.1638416848607627,0,0,0,0,0,0.2084482005910678,0.6309552217976093,0.065568752925559,1,1,72.3220703125,48.50548480640188,1,1,1
frame_000032,images/frame_000032.png,train,-0.3809607397740055,-0.4533626614443118,0.2233897610564773,0,1,0,0,0,0.5571681858027078,0.3856214356754318,0.1982960325783904,1,1,128.4779296875,49.57115649552756,1,1,1
frame_000034,images/frame_000034.png,train,0.2486903539712011,-0.232272904122087,0.0624901784604687,0,0,0,0,0,-0.0884566948677285,0.6483903667445957,0.0418766099217354,1,1,100.03313802083333,50.323214524717535,1,1,1
frame_000035,images/frame_000035.png,train,0.1880367191713403,0.2582160445691283,0.0456854171479339,0,0,0,0,0,-0.3065446733322701,0.6664027601639549,0.036738570959429,1,1,97.60592447916666,48.72973692631113,1,1,1
frame_000036,images/frame_000036.png,train,-0.1193842187144041,0.2381604744362173,0.0952249513335452,0,1,0,0,0,-0.0309292174005003,0.4827944232903783,0.1623259354301497,1,1,86.36293402777778,49.60802262839968,1,1,1
frame_000037,images/frame_000037.png,train,-0.3548302607230649,-0.2507674808458345,0.1024403060798209,0,0,0,0,0,0.394947881028963,0.6131798407274497,0.0534824800793646,1,1,96.41755642361112,54.875084787973385,1,1,1
frame_000038,images/frame_000038.png,train,0.0646744980513036,-0.4369280672764318,0.1427609032458614,0,0,0,0,0,0.1370146048645297,0.6570987842536877,0.0588394959737944,1,1,97.06768663194444,45.60852249198389,1,1,1
frame_000039,images/frame_000039.png,train,-0.8592144226647342,0.1653665733587052,0.051532628611453,0,0,0,0,0,0.5284699284172398,0.5301206954530446,0.0489275226582761,1,1,96.738671875,52.352344668919145,1,1,1
frame_000040,images/frame_000040.png,train,0.9900163485135082,0.4896652684814325,0.1487044257709206,0,1,0,0,0,-1.0,0.2899501812774761,0.1895189591674044,1,1,78.17026909722222,50.49172272749353,1,1,1
frame_000041,images/frame_000041.png,train,-0.0555378892498882,0.1081320470246169,0.0700004766947658,0,1,0,0,0,0.006494837649734,0.5043922553068544,0.1550487244483001,1,1,90.91037326388889,50.24787124118191,1,1,1
frame_000042,images/frame_000042.png,train,0.6548026341865282,0.0507206727088563,0.5315901790575566,1,0,0,0,0,-0.5101115137096529,0.0829829104925495,0.8103112065532585,1,1,78.37037760416666,52.05472250943711,1,1,1
frame_000043,images/frame_000043.png,train,0.1150121531830725,-0.1413915703980237,0.3655223151567292,0,1,0,0,0,-0.029056998487934,0.3890647590585302,0.229289728609798,1,1,92.62024739583333,50.5167386032141,1,1,1
frame_000044,images/frame_000044.png,train,0.3808172788889175,-0.0346145275386367,0.0950044635738617,0,0,1,1,0,-0.2810717121523892,0.4505849819713649,0.0648541834285404,1,1,129.75748697916666,41.70005196802655,1,1,1
frame_000045,images/frame_000045.png,train,-0.1853072478335698,-0.023004415046361,0.3151213047939184,1,0,0,0,0,0.1879429528720043,0.2526460937554146,0.7491149995542289,1,1,104.66321614583333,49.48056806159436,1,1,1
frame_000046,images/frame_000046.png,train,-0.1926864133604472,0.3262261992541975,0.038153431976601,0,0,0,0,0,-0.0943714127291358,0.6681090161361002,0.0349450337439642,1,1,83.19090711805555,50.12960926916567,1,1,1
frame_000047,images/frame_000047.png,train,-0.0926894664972804,-0.8002392024454091,0.11888796145555,0,0,1,0,0,0.4657837423498044,0.4998513201911013,0.0661672459049329,1,1,127.33428819444444,41.96743493654402,1,1,1
frame_000048,images/frame_000048.png,train,-0.063114448178154,-1.0,0.0536870324420518,1,0,1,0,0,0.5912784873954772,0.2085866490096509,0.6951242152164793,1,1,118.29136284722222,40.22717773070055,1,1,1
frame_000049,images/frame_000049.png,train,-0.3210987248861185,-0.5221201112796171,0.2666554016272402,0,0,0,0,0,0.5180610507039031,0.5624508644532422,0.0936681192017334,1,1,79.16801215277778,52.119694234759784,1,1,1
frame_000050,images/frame_000050.png,train,0.0979715046676515,0.4869550451319935,0.037361086722733,0,0,0,0,0,-0.390459669356042,0.6873293187135131,0.0332330935819202,1,1,86.08726128472222,50.66259751905651,1,1,1
frame_000051,images/frame_000051.png,train,-0.2838786085903418,-0.0263198578911925,0.2004195343875603,0,0,0,0,0,0.2472781270906895,0.5930774412462856,0.0766461022655604,1,1,86.46540798611112,51.42575361615809,1,1,1
frame_000052,images/frame_000052.png,train,0.3628813434848714,0.2197823114001995,0.0601171019639426,0,0,0,0,0,-0.4584062619633117,0.6263827456156458,0.0431151427828157,1,1,86.93580729166666,50.54500712845574,1,1,1
frame_000053,images/frame_000053.png,train,-0.236183058072218,-0.2701471547345242,0.1689428110735855,1,0,1,1,0,0.3003891369640361,0.1336334045098014,0.7264767460754047,1,1,139.99663628472223,42.82885091216262,1,1,1
frame_000054,images/frame_000054.png,train,0.2486290207399964,0.2152743470529178,0.1389578054855475,0,0,0,0,0,-0.3005493058522617,0.621638963932059,0.0608396000922557,1,1,97.23166232638889,47.9438188479626,1,1,1
frame_000055,images/frame_000055.png,train,0.0809610563135761,0.0953477528634231,0.231262925870034,0,0,0,0,0,-0.0995768164608921,0.6228657646827729,0.0810485825167856,1,1,75.52588975694445,48.62149844431458,1,1,1
frame_000056,images/frame_000056.png,train,0.1164543839508431,0.3551106456225537,0.4712216838858616,0,0,1,0,0,-0.3402230031076042,0.3717815338497797,0.1539262477469071,1,1,104.90473090277777,39.85046641884025,1,1,1
frame_000057,images/frame_000057.png,train,-0.18446185829052,-0.0166240963752285,0.0398155574209489,0,0,0,0,0,0.1606232626142362,0.6691721832445638,0.0352256479730436,1,1,119.46946614583334,53.79854095285458,1,1,1
frame_000058,images/frame_000058.png,train,-0.42747510607067,0.089302863386487,0.1436983068517564,0,0,0,0,0,0.2933029846741723,0.5842105713877512,0.0648767817963663,1,1,114.01184895833333,50.281519432170526,1,1,1
frame_000059,images/frame_000059.png,train,0.0510689980207132,0.4251457090084953,0.6117114127676738,0,0,1,0,0,-0.3159690186869058,0.3356872059271715,0.1877215343347145,1,1,122.97256944444445,40.616199721986405,1,1,1
frame_000060,images/frame_000060.png,train,0.738704734603206,-0.0759643139430691,0.0678180466197361,0,0,0,0,0,-0.5326578658464708,0.5485227367624511,0.0510381513153458,1,1,92.6203125,51.264460398041294,1,1,1
frame_000061,images/frame_000061.png,train,0.2507831006411505,0.5466082289806726,0.06721888494059,0,1,0,0,0,-0.4871297662023642,0.4663167701425634,0.1574828130755247,1,1,109.55071614583333,50.42670945868752,1,1,1
frame_000062,images/frame_000062.png,train,0.7895127414642584,0.2505938668239549,0.0198633848291302,0,0,0,0,0,-0.7284750681727317,0.5551452670169528,0.0399583233010524,1,1,86.80004340277777,50.85657545843239,1,1,1
frame_000063,images/frame_000063.png,train,-0.208766987381264,-0.2836842915757809,0.1191425244129119,0,0,0,0,0,0.3033604868825511,0.636546718979228,0.0552876178525023,1,1,107.9740017361111,51.04029863261912,1,1,1
frame_000064,images/frame_000064.png,train,-0.2858796890155563,0.4570949057053331,0.0336811578937958,0,0,0,1,0,-0.0421314403711924,0.6510356569340602,0.0353270021819102,1,1,88.13569878472222,52.07310951227443,1,1,1
frame_000065,images/frame_000065.png,train,-0.2086526378600702,0.4004179195992999,0.2630231966753706,0,0,1,0,0,-0.1038170971126315,0.4262113535916062,0.103768194981253,1,1,141.43200954861112,37.79992358173004,1,1,1
frame_000066,images/frame_000066.png,train,-0.5364162436124705,0.3393891669225151,0.2020694002506238,0,0,0,0,0,0.2274124865206382,0.5419924611897875,0.0810958711599542,1,1,111.78851996527777,53.35742215742053,1,1,1
frame_000067,images/frame_000067.png,train,-0.90672503560361,0.1146892864053627,0.0508756658289107,1,0,1,0,0,0.5813584604304279,0.0408485098391592,0.7079247656952277,1,1,127.72944878472222,39.189619836226626,1,1,1
frame_000068,images/frame_000068.png,train,0.0964257424129503,0.1967343201021924,0.2261301110160993,0,0,1,0,0,-0.2035096558448159,0.4615693126617751,0.0928230794105998,1,1,119.339453125,36.789742622107696,1,1,1
frame_000069,images/frame_000069.png,train,-0.5080698946773683,-0.3131891804775595,0.0530699855911934,0,0,0,0,0,0.5456519846139498,0.5998115261076087,0.0436904747414538,1,1,110.81336805555556,52.09549461462395,1,1,1
frame_000070,images/frame_000070.png,train,-0.7443773196705649,-0.2028178604766804,0.4893016859495313,0,0,0,0,0,0.7057592748531712,0.399868945983551,0.1556568552302128,1,1,79.15438368055555,47.62115618476333,1,1,1
frame_000071,images/frame_000071.png,train,0.803654508762362,0.1481127152091038,0.2130776108266693,0,1,0,0,0,-0.7164368115088526,0.3046919344581933,0.2025017196252117,1,1,116.77365451388889,54.29476464055899,1,1,1
frame_000072,images/frame_000072.png,train,0.144739964178838,-0.0039726975439921,0.1207897515041133,0,0,0,0,0,-0.1010116338713435,0.6487755941377926,0.0546716977998815,1,1,96.78726128472222,51.72601881665519,1,1,1
frame_000073,images/frame_000073.png,train,-0.9016345184540058,-0.6557104875956407,0.0075690407425522,0,0,0,0,0,1.0,0.5370239320493055,0.038703274399417,1,1,75.05857204861111,51.05446415120337,1,1,1
frame_000074,images/frame_000074.png,train,0.1370532261648618,-0.146549758583552,0.3651611159763126,0,1,0,0,0,-0.0447227949650849,0.3847829641753183,0.2295528083807633,1,1,120.05462239583333,48.67881767084502,1,1,1
frame_000075,images/frame_000075.png,train,-0.3933215818389244,-0.6212719855213148,0.155879609329321,0,0,1,0,0,0.6311736302127033,0.4267778203669526,0.0801512884230944,1,1,115.63125,41.53450503505422,1,1,1
frame_000076,images/frame_000076.png,train,-0.3974693516641525,-0.488906492469182,0.0249119915019454,0,0,0,0,0,0.5743153921985711,0.6317869326414886,0.0349376835191089,1,1,88.1917751736111,53.05650655745624,1,1,1
frame_000077,images/frame_000077.png,train,-0.6241857823703046,-0.0447994294267658,0.274685259392139,0,0,0,0,0,0.5422186613674118,0.4990230027386904,0.1005089168471753,1,1,100.10084635416666,50.904681052955524,1,1,1
frame_000079,images/frame_000079.png,train,0.1785309187533747,0.2199793794995294,0.3042378698696526,0,0,0,0,0,-0.2784938944360886,0.5778105617949466,0.1007074864277278,1,1,94.80653211805556,45.180217407677944,1,1,1
frame_000080,images/frame_000080.png,train,0.1110956168493034,-0.1726326038064346,0.1336403866201196,0,0,0,1,0,0.04345752047385,0.6510067413130974,0.0573203457513785,1,1,96.84034288194445,53.44971806443093,1,1,1
frame_000081,images/frame_000081.png,train,0.1776265350046826,-0.5505360400660312,0.2110073711793981,0,1,0,0,0,0.1791481908713015,0.4306221130862742,0.1919718526125656,1,1,100.41451822916666,48.169042636960306,1,1,1
frame_000082,images/frame_000082.png,train,0.7216430272612575,0.3478567519339977,0.112640026848874,0,0,0,0,0,-0.8029302822751959,0.5362473851506426,0.0618810150947008,1,1,69.29155815972223,52.172798976486675,1,1,1
frame_000083,images/frame_000083.png,train,0.2805593326141057,-0.2695291288580569,0.1119944836967116,0,1,0,0,0,-0.1023284070686544,0.4446900641833297,0.1690635812786101,1,1,104.30546875,53.213970478818354,1,1,1
frame_000084,images/frame_000084.png,train,-0.0432610116819608,0.1580085445192511,0.1354198830682565,0,0,1,0,0,-0.1024079298269219,0.503950838589718,0.069476307187839,1,1,128.63919270833333,41.84520011852484,1,1,1
frame_000085,images/frame_000085.png,train,0.2454805046788879,-0.5184233852515485,0.3221435294664838,0,1,0,0,0,0.1514453714591764,0.3781536637509531,0.2206192833825502,1,1,93.64029947916667,49.6189886165964,1,1,1
frame_000086,images/frame_000086.png,train,0.0408347596734853,0.1594298998082097,0.5579745433878007,0,0,0,0,0,-0.1799464657514674,0.5165419578795727,0.1614310429149503,1,1,101.88292100694444,51.15836348524601,1,1,1
frame_000087,images/frame_000087.png,train,0.4960245161719043,0.1334678165367744,0.1717873764127896,0,0,0,0,0,-0.4747850328148358,0.5606695150211427,0.0729396616091223,1,1,81.77510850694445,49.57007448107585,1,1,1
frame_000088,images/frame_000088.png,train,0.6018814537759553,0.2287604940879896,0.0593253138816174,0,1,0,1,0,-0.5840624696196267,0.3988598493862428,0.1611427811030564,1,1,97.78023003472222,53.217611961302346,1,1,1
frame_000089,images/frame_000089.png,train,0.06674198925546,0.608346479215847,0.0789705124573642,0,0,0,0,0,-0.4268908405605602,0.6790119227888305,0.0430525589175137,1,1,95.3974609375,47.733115721007636,1,1,1
frame_000090,images/frame_000090.png,train,-0.3867615664531832,0.2272003497691501,0.2273418550224561,0,0,0,0,0,0.1782488446621575,0.5630780374515036,0.08496896510882,1,1,95.97163628472222,49.839716165712886,1,1,1
frame_000091,images/frame_000091.png,train,-0.237230932908535,0.0149465085071579,0.2174984970302573,0,0,0,1,0,0.2403929151926494,0.5964293394577029,0.0801353221900403,1,1,91.11575520833334,51.98967298665689,1,1,1
frame_000092,images/frame_000092.png,train,0.2376338787589378,0.1377392234724436,0.1353021577694694,0,0,0,0,0,-0.3103365696928729,0.6251174690288981,0.0597570771869714,1,1,81.37842881944445,47.293834604825754,1,1,1
frame_000093,images/frame_000093.png,train,0.1028275011675618,-0.2397739714442716,0.0940710033665952,0,0,0,1,0,0.0680001553935139,0.6665096485881793,0.0473748488535966,1,1,99.65833333333333,49.82930646703917,1,1,1
frame_000094,images/frame_000094.png,train,-0.1592866843108933,-0.2093536685573307,0.2309578943553928,0,0,0,0,0,0.1844644486053458,0.6073074001134339,0.0822261447491117,1,1,98.93159722222222,48.272012644394145,1,1,1
frame_000095,images/frame_000095.png,train,0.0223017195354688,0.1325631226648052,0.2014526833425279,1,0,0,0,0,-0.0925638024242934,0.3250312169230214,0.7183170929815144,1,1,71.908203125,52.94729914290421,1,1,1
frame_000096,images/frame_000096.png,train,-0.101801804853459,-0.1604237796012474,0.0326251607686382,0,0,0,0,0,0.1170490353668558,0.6882208327602848,0.0321198687482776,1,1,94.62769097222223,53.868128160109165,1,1,1
frame_000097,images/frame_000097.png,train,-0.9381229157896096,0.7560296395560692,0.3622330868881802,0,0,0,1,0,0.293928996015924,0.4055938364312149,0.1272437722009024,1,1,98.72502170138888,52.97287138792012,1,1,1
frame_000098,images/frame_000098.png,train,-0.0979247599297003,0.064903976864577,0.0993233663331945,1,0,0,0,0,0.004286098003427,0.3456518697974418,0.6941989910095074,1,1,107.0798828125,51.72044348338683,1,1,1
frame_000099,images/frame_000099.png,train,0.0610985720182694,0.2335809666271899,0.2574885764134763,0,0,0,0,0,-0.1593152071870016,0.6176592838516294,0.0872347441028344,1,1,83.67406684027777,50.0243759613096,1,1,1
frame_000100,images/frame_000100.png,train,-0.0325825609568023,0.0785502508472625,0.207812876637139,0,0,0,0,0,-0.0191198780199266,0.6407489809856408,0.0744589143813193,1,1,95.8199435763889,54.04120989588136,1,1,1
frame_000101,images/frame_000101.png,train,0.4066905479483168,0.2051091297342873,0.2130156490614478,0,0,0,0,0,-0.3637691090618854,0.5641064132388298,0.0817349297344121,1,1,89.18426649305556,51.358517478222886,1,1,1
frame_000102,images/frame_000102.png,train,0.1007354736366875,-0.1439348110533022,0.1658053403882155,0,0,0,0,0,0.0278945203664384,0.6418210361367871,0.0651314919944644,1,1,113.87957899305556,51.42321397397318,1,1,1
frame_000103,images/frame_000103.png,train,0.4516327169220405,-0.4204989176819639,0.2637777437416833,0,0,0,0,0,-0.1182780512118823,0.5373512463060028,0.0950430039186901,1,1,88.06373697916666,47.724332243817926,1,1,1
frame_000104,images/frame_000104.png,train,0.3180311290525722,0.6690284039850325,0.0376926825975013,0,0,0,0,0,-0.6115307750622031,0.64320133528036,0.0368362833490214,1,1,103.77183159722222,47.352899747821105,1,1,1
frame_000105,images/frame_000105.png,train,0.0268259716422021,-0.450561759525643,0.0118945470393536,0,0,0,0,0,0.2443198144328647,0.7104717142077858,0.0257790632120349,1,1,92.01890190972222,49.93931224471112,1,1,1
frame_000106,images/frame_000106.png,train,0.1431550709422103,-0.1232271615597352,0.0445729486848382,0,0,0,0,0,-0.0111519656872802,0.6757684537718646,0.0357445724089152,1,1,80.83585069444445,54.936301966509234,1,1,1
frame_000107,images/frame_000107.png,train,0.8923008285613352,0.3686152167112927,0.0622630121780624,0,0,0,0,0,-0.954144301297188,0.519747780025411,0.0521180402771408,1,1,106.30483940972222,53.138493164059334,1,1,1
frame_000108,images/frame_000108.png,train,-0.3842139324793835,0.4649574645466742,0.3904733524165102,0,1,0,0,0,0.0249938981329774,0.3264915401583447,0.2397848143189646,1,1,80.85987413194445,48.010713911911154,1,1,1
frame_000109,images/frame_000109.png,train,0.4082851568737911,-0.6538670592105391,0.0317472597811705,0,1,1,1,0,-0.050203349952883,0.2872314277018321,0.1640058829357109,1,1,108.92593315972222,39.23566844295725,1,1,1
frame_000110,images/frame_000110.png,train,0.0511651067487308,0.484761711087085,0.2410339421265224,0,1,0,0,0,-0.3722821679879402,0.4454050989059711,0.1973950593553572,1,1,74.8433810763889,47.71665244999486,1,1,1
frame_000111,images/frame_000111.png,train,0.0439931785403553,-0.2013659012675947,0.1593742029814772,0,0,0,0,0,0.1332537903743647,0.655420393248412,0.062628693196052,1,1,138.1101779513889,47.79673478888228,1,1,1
frame_000112,images/frame_000112.png,train,0.5329339385842244,-0.3432220394933277,0.0895047408305758,0,0,0,0,0,-0.221999563763638,0.5820865529924535,0.0531241187433304,1,1,90.90611979166667,50.62269796596884,1,1,1
frame_000113,images/frame_000113.png,train,0.0246016989944792,-0.0902284033365468,0.0633080244798755,0,0,0,0,0,0.0193724589771233,0.6929218516331477,0.0384940172549208,1,1,98.11243489583333,49.961043086350216,1,1,1
frame_000114,images/frame_000114.png,train,0.810547532998133,-0.2638890204960105,0.0576668835746455,0,0,0,0,0,-0.4902128613372248,0.5377070841492474,0.0496701476544822,1,1,80.22332899305556,42.68549356795617,1,1,1
frame_000115,images/frame_000115.png,train,0.1179810069574427,0.2155836981655944,0.1165152517118463,0,0,0,0,0,-0.2452118097877842,0.6556234605093652,0.0531834785358569,1,1,121.39737413194445,52.10933323592154,1,1,1
frame_000116,images/frame_000116.png,train,0.2468724760152972,-0.2280480404538755,0.0202684431285686,0,0,0,0,1,-0.1260477393976857,0.6635315497019415,0.0313765335121297,1,1,127.50258246527778,73.50769778707448,1,1,1
frame_000117,images/frame_000117.png,train,0.545648723588773,-0.4150678428061584,0.3548212187739017,0,0,1,0,0,-0.2048961650304934,0.3266828287113797,0.131926041833348,1,1,129.62042100694444,39.16034184964537,1,1,1
frame_000118,images/frame_000118.png,train,-0.2254813960480412,-0.6052433397878023,0.0407731883857514,0,0,0,0,0,0.5030942516307868,0.6606331048553787,0.036119453056435,1,1,98.46226128472222,46.282374267136056,1,1,1
frame_000119,images/frame_000119.png,train,-0.3875305973097655,-0.3083979303429994,0.0964676140573245,0,0,0,0,0,0.4119219884027394,0.6087302156179834,0.0525244578431727,1,1,69.15889756944445,53.991461948793166,1,1,1
frame_000120,images/frame_000120.png,train,0.1604472505001215,0.1211308545249045,0.122068942641314,0,1,0,0,0,-0.1749152936448225,0.4651864199755157,0.1696402537830478,1,1,109.78778211805556,49.459799218599684,1,1,1
frame_000121,images/frame_000121.png,train,-0.5750150163817082,0.6827330342457144,0.1215490570304747,1,0,0,0,0,0.0581506987011022,0.2424548267629922,0.7073444064056651,1,1,81.83537326388888,48.76422627661801,1,1,1
frame_000122,images/frame_000122.png,train,0.6843823686974275,-0.1741480161971651,0.4791344888775759,1,1,0,0,0,-0.4762883157039711,0.0,0.9054095875530668,1,1,93.17875434027778,50.13852481892318,1,1,1
frame_000123,images/frame_000123.png,train,0.4814797623498776,-0.1061155825293399,0.5530787226812326,0,0,0,0,0,-0.3128078642220573,0.430126494591593,0.1672671994225437,1,1,104.88216145833333,53.371767998506776,1,1,1
frame_000124,images/frame_000124.png,train,0.2503037728192658,0.2131833005350424,0.1057769752207309,1,1,0,0,0,-0.2869654129397701,0.1329173041088909,0.8126375502198494,1,1,92.28878038194445,50.784242903140445,1,1,1
frame_000125,images/frame_000125.png,train,-0.0994334723254574,0.3186210270242,0.1789733221514389,0,0,0,1,0,-0.0768350419748413,0.6374726427819049,0.0683763194507641,1,1,95.83585069444445,54.12272022853287,1,1,1
frame_000126,images/frame_000126.png,train,-0.9326945752015238,-0.5827925508779565,0.0617229127917441,1,1,0,0,0,0.9876666994945248,0.0118580654825847,0.8126303955755768,1,1,76.32478298611112,50.85124584031282,1,1,1
frame_000127,images/frame_000127.png,train,-0.1750669541147326,-0.5605551348920005,0.1084417179857859,0,0,0,0,0,0.3627970563419238,0.6470320078820284,0.0520946173263106,1,1,87.984765625,47.641922779294525,1,1,1
frame_000128,images/frame_000128.png,train,0.7602466371191026,-0.4409083942587137,0.3442363218824293,0,0,0,0,0,-0.3349232916921444,0.4474679599173292,0.1199345540207481,1,1,83.211328125,50.36063348151704,1,1,1
