frame_id,image_path,split_hint,curvature,lateral_offset,traffic_density,obstacle,rain,fog,glare,bad_frame,steering,throttle,brake
frame_000022,images/frame_000022.png,train,-0.2998853992493622,-0.13309021134775922,0.10009920978457709,1,0,0,0,0,0.33346517346292154,0.3049881967255256,0.6976227704145649
frame_000023,images/frame_000023.png,train,-0.8016715616334529,0.28873868499012517,0.010155622158531859,0,0,0,0,0,0.48374091893348714,0.5561112199178232,0.03774533928145115
frame_000024,images/frame_000024.png,train,-0.3419067596891376,-0.43502613278970054,0.043085507475648765,0,0,0,0,0,0.5524700933041669,0.6365387204456954,0.0385557140089871
frame_000025,images/frame_000025.png,train,0.0538799022117565,-0.2466595250659943,0.13694886043540333,0,0,0,0,0,0.11251989553028278,0.6612919184052575,0.05722539582336814
frame_000026,images/frame_000026.png,train,-0.13479853396769198,-0.039279483414934244,0.04060832519027892,0,0,0,0,0,0.153163408118519,0.6788273793898639,0.03462764119067225
frame_000027,images/frame_000027.png,train,-0.04606916329214878,0.10885344360761989,0.10028163490225772,0,1,0,0,0,-0.032877182232163946,0.4956875951257799,0.1624069520684343
frame_000028,images/frame_000028.png,train,-0.17461414852060841,0.8463748183094731,0.10903840368985579,1,0,0,0,0,-0.36422788346339496,0.32691372900442883,0.697835350491414
frame_000029,images/frame_000029.png,train,-0.8218288147060734,-0.03833003188086249,0.324377402362075,1,0,0,0,0,0.6053064743969085,0.12210214623205898,0.7615948568210917
frame_000030,images/frame_000030.png,train,0.3488162453982881,-0.2104856859482106,0.36552311053526854,0,0,0,0,0,-0.17425133666740558,0.5223036622329984,0.11863079133911922
frame_000031,images/frame_000031.png,train,-0.1585009425056181,-0.10463132350484332,0.1638416848607627,0,0,0,0,0,0.20844820059106783,0.6309552217976093,0.06556875292555904
frame_000032,images/frame_000032.png,train,-0.3809607397740055,-0.4533626614443118,0.22338976105647732,0,1,0,0,0,0.5571681858027078,0.38562143567543183,0.19829603257839049
frame_000033,images/frame_000033.png,train,0.7802569868568543,0.07994299155915163,0.23706348115078701,0,0,1,0,1,-0.5717924669579482,0.3209763842258536,0.10647585511510486
frame_000034,images/frame_000034.png,train,0.2486903539712011,-0.232272904122087,0.062490178460468705,0,0,0,0,0,-0.08845669486772853,0.6483903667445957,0.04187660992173546
frame_000035,images/frame_000035.png,train,0.18803671917134038,0.2582160445691283,0.04568541714793399,0,0,0,0,0,-0.3065446733322701,0.6664027601639549,0.03673857095942908
frame_000036,images/frame_000036.png,train,-0.11938421871440419,0.23816047443621732,0.0952249513335452,0,1,0,0,0,-0.030929217400500357,0.4827944232903783,0.1623259354301497
frame_000037,images/frame_000037.png,train,-0.35483026072306495,-0.25076748084583456,0.1024403060798209,0,0,0,0,0,0.394947881028963,0.6131798407274497,0.05348248007936462
frame_000038,images/frame_000038.png,train,0.06467449805130368,-0.4369280672764318,0.1427609032458614,0,0,0,0,0,0.1370146048645297,0.6570987842536877,0.058839495973794495
frame_000039,images/frame_000039.png,train,-0.8592144226647342,0.16536657335870525,0.05153262861145306,0,0,0,0,0,0.5284699284172398,0.5301206954530446,0.04892752265827611
frame_000040,images/frame_000040.png,train,0.9900163485135082,0.48966526848143255,0.14870442577092063,0,1,0,0,0,-1.0,0.2899501812774761,0.18951895916740447
frame_000041,images/frame_000041.png,train,-0.0555378892498882,0.10813204702461697,0.07000047669476585,0,1,0,0,0,0.006494837649734051,0.5043922553068544,0.15504872444830012
frame_000042,images/frame_000042.png,train,0.6548026341865282,0.050720672708856385,0.5315901790575566,1,0,0,0,0,-0.5101115137096529,0.08298291049254955,0.8103112065532585
frame_000043,images/frame_000043.png,train,0.11501215318307254,-0.14139157039802372,0.3655223151567292,0,1,0,0,0,-0.02905699848793402,0.3890647590585302,0.229289728609798
frame_000044,images/frame_000044.png,train,0.38081727888891753,-0.03461452753863677,0.09500446357386173,0,0,1,1,0,-0.2810717121523892,0.4505849819713649,0.0648541834285404
frame_000045,images/frame_000045.png,train,-0.18530724783356986,-0.023004415046361065,0.3151213047939184,1,0,0,0,0,0.18794295287200433,0.2526460937554146,0.7491149995542289
frame_000046,images/frame_000046.png,train,-0.19268641336044728,0.3262261992541975,0.038153431976601024,0,0,0,0,0,-0.0943714127291358,0.6681090161361002,0.03494503374396421
frame_000047,images/frame_000047.png,train,-0.09268946649728049,-0.8002392024454091,0.11888796145555003,0,0,1,0,0,0.4657837423498044,0.49985132019110134,0.0661672459049329
frame_000048,images/frame_000048.png,train,-0.06311444817815404,-1.0,0.05368703244205185,1,0,1,0,0,0.5912784873954772,0.20858664900965096,0.6951242152164793
frame_000049,images/frame_000049.png,train,-0.3210987248861185,-0.5221201112796171,0.2666554016272402,0,0,0,0,0,0.5180610507039031,0.5624508644532422,0.09366811920173347
frame_000050,images/frame_000050.png,train,0.09797150466765156,0.4869550451319935,0.037361086722733076,0,0,0,0,0,-0.39045966935604204,0.6873293187135131,0.033233093581920226
frame_000051,images/frame_000051.png,train,-0.28387860859034186,-0.026319857891192525,0.20041953438756036,0,0,0,0,0,0.2472781270906895,0.5930774412462856,0.07664610226556043
frame_000052,images/frame_000052.png,train,0.3628813434848714,0.2197823114001995,0.06011710196394262,0,0,0,0,0,-0.45840626196331175,0.6263827456156458,0.04311514278281571
frame_000053,images/frame_000053.png,train,-0.236183058072218,-0.2701471547345242,0.16894281107358555,1,0,1,1,0,0.3003891369640361,0.13363340450980143,0.7264767460754047
frame_000054,images/frame_000054.png,train,0.24862902073999646,0.21527434705291784,0.13895780548554756,0,0,0,0,0,-0.3005493058522617,0.621638963932059,0.060839600092255745
frame_000055,images/frame_000055.png,train,0.08096105631357618,0.0953477528634231,0.23126292587003408,0,0,0,0,0,-0.09957681646089218,0.6228657646827729,0.08104858251678568
frame_000056,images/frame_000056.png,train,0.11645438395084311,0.3551106456225537,0.4712216838858616,0,0,1,0,0,-0.3402230031076042,0.37178153384977974,0.15392624774690716
frame_000057,images/frame_000057.png,train,-0.18446185829052,-0.01662409637522858,0.03981555742094893,0,0,0,0,0,0.1606232626142362,0.6691721832445638,0.03522564797304365
frame_000058,images/frame_000058.png,train,-0.42747510607067,0.089302863386487,0.14369830685175644,0,0,0,0,0,0.2933029846741723,0.5842105713877512,0.06487678179636631
frame_000059,images/frame_000059.png,train,0.05106899802071322,0.4251457090084953,0.6117114127676738,0,0,1,0,0,-0.3159690186869058,0.3356872059271715,0.1877215343347145
frame_000060,images/frame_000060.png,train,0.738704734603206,-0.07596431394306913,0.06781804661973619,0,0,0,0,0,-0.5326578658464708,0.5485227367624511,0.05103815131534588
frame_000061,images/frame_000061.png,train,0.25078310064115056,0.5466082289806726,0.06721888494059008,0,1,0,0,0,-0.48712976620236426,0.4663167701425634,0.15748281307552475
frame_000062,images/frame_000062.png,train,0.7895127414642584,0.25059386682395496,0.019863384829130203,0,0,0,0,0,-0.7284750681727317,0.5551452670169528,0.03995832330105242
frame_000063,images/frame_000063.png,train,-0.208766987381264,-0.2836842915757809,0.11914252441291191,0,0,0,0,0,0.3033604868825511,0.636546718979228,0.05528761785250238
frame_000064,images/frame_000064.png,train,-0.2858796890155563,0.4570949057053331,0.0336811578937958,0,0,0,1,0,-0.04213144037119246,0.6510356569340602,0.03532700218191027
frame_000065,images/frame_000065.png,train,-0.20865263786007027,0.4004179195992999,0.26302319667537066,0,0,1,0,0,-0.10381709711263155,0.4262113535916062,0.10376819498125303
frame_000066,images/frame_000066.png,train,-0.5364162436124705,0.3393891669225151,0.20206940025062387,0,0,0,0,0,0.22741248652063825,0.5419924611897875,0.08109587115995426
frame_000067,images/frame_000067.png,train,-0.90672503560361,0.11468928640536279,0.050875665828910704,1,0,1,0,0,0.5813584604304279,0.040848509839159226,0.7079247656952277
frame_000068,images/frame_000068.png,train,0.09642574241295035,0.1967343201021924,0.2261301110160993,0,0,1,0,0,-0.20350965584481598,0.4615693126617751,0.09282307941059983
frame_000069,images/frame_000069.png,train,-0.5080698946773683,-0.3131891804775595,0.05306998559119345,0,0,0,0,0,0.5456519846139498,0.5998115261076087,0.04369047474145387
frame_000070,images/frame_000070.png,train,-0.7443773196705649,-0.2028178604766804,0.4893016859495313,0,0,0,0,0,0.7057592748531712,0.39986894598355105,0.1556568552302128
frame_000071,images/frame_000071.png,train,0.803654508762362,0.14811271520910382,0.2130776108266693,0,1,0,0,0,-0.7164368115088526,0.3046919344581933,0.20250171962521177
frame_000072,images/frame_000072.png,train,0.14473996417883808,-0.003972697543992144,0.12078975150411335,0,0,0,0,0,-0.1010116338713435,0.6487755941377926,0.05467169779988153
frame_000073,images/frame_000073.png,train,-0.9016345184540058,-0.6557104875956407,0.0075690407425522905,0,0,0,0,0,1.0,0.5370239320493055,0.03870327439941706
frame_000074,images/frame_000074.png,train,0.13705322616486182,-0.14654975858355207,0.3651611159763126,0,1,0,0,0,-0.04472279496508491,0.3847829641753183,0.22955280838076336
frame_000075,images/frame_000075.png,train,-0.3933215818389244,-0.6212719855213148,0.15587960932932104,0,0,1,0,0,0.6311736302127033,0.42677782036695266,0.08015128842309444
frame_000076,images/frame_000076.png,train,-0.39746935166415254,-0.488906492469182,0.024911991501945452,0,0,0,0,0,0.5743153921985711,0.6317869326414886,0.03493768351910891
frame_000077,images/frame_000077.png,train,-0.6241857823703046,-0.04479942942676587,0.274685259392139,0,0,0,0,0,0.5422186613674118,0.49902300273869044,0.10050891684717536
frame_000078,images/frame_000078.png,train,-0.3319965697310961,-0.15851181523875096,0.06899395613217207,0,0,0,0,1,0.4129714333920035,0.6294528014075205,0.044822446236476216
frame_000079,images/frame_000079.png,train,0.1785309187533747,0.21997937949952945,0.3042378698696526,0,0,0,0,0,-0.27849389443608863,0.5778105617949466,0.10070748642772785
frame_000080,images/frame_000080.png,train,0.11109561684930343,-0.1726326038064346,0.13364038662011962,0,0,0,1,0,0.04345752047385003,0.6510067413130974,0.05732034575137852
frame_000081,images/frame_000081.png,train,0.17762653500468265,-0.5505360400660312,0.21100737117939813,0,1,0,0,0,0.17914819087130152,0.4306221130862742,0.19197185261256564
frame_000082,images/frame_000082.png,train,0.7216430272612575,0.3478567519339977,0.11264002684887407,0,0,0,0,0,-0.8029302822751959,0.5362473851506426,0.06188101509470089
frame_000083,images/frame_000083.png,train,0.28055933261410576,-0.2695291288580569,0.11199448369671162,0,1,0,0,0,-0.10232840706865448,0.44469006418332974,0.16906358127861018
frame_000084,images/frame_000084.png,train,-0.0432610116819608,0.15800854451925112,0.13541988306825653,0,0,1,0,0,-0.10240792982692193,0.503950838589718,0.069476307187839
frame_000085,images/frame_000085.png,train,0.24548050467888796,-0.5184233852515485,0.3221435294664838,0,1,0,0,0,0.15144537145917641,0.3781536637509531,0.22061928338255024
frame_000086,images/frame_000086.png,train,0.04083475967348538,0.1594298998082097,0.5579745433878007,0,0,0,0,0,-0.17994646575146742,0.5165419578795727,0.16143104291495033
frame_000087,images/frame_000087.png,train,0.49602451617190435,0.1334678165367744,0.17178737641278963,0,0,0,0,0,-0.4747850328148358,0.5606695150211427,0.0729396616091223
frame_000088,images/frame_000088.png,train,0.6018814537759553,0.22876049408798965,0.05932531388161744,0,1,0,1,0,-0.5840624696196267,0.3988598493862428,0.1611427811030564
frame_000089,images/frame_000089.png,train,0.06674198925546004,0.608346479215847,0.07897051245736426,0,0,0,0,0,-0.42689084056056026,0.6790119227888305,0.0430525589175137
frame_000090,images/frame_000090.png,train,-0.38676156645318327,0.22720034976915013,0.22734185502245619,0,0,0,0,0,0.17824884466215754,0.5630780374515036,0.08496896510882007
frame_000091,images/frame_000091.png,train,-0.23723093290853503,0.014946508507157945,0.21749849703025737,0,0,0,1,0,0.24039291519264946,0.5964293394577029,0.08013532219004038
frame_000092,images/frame_000092.png,train,0.23763387875893788,0.13773922347244366,0.13530215776946944,0,0,0,0,0,-0.3103365696928729,0.6251174690288981,0.05975707718697142
frame_000093,images/frame_000093.png,train,0.10282750116756185,-0.23977397144427162,0.09407100336659524,0,0,0,1,0,0.06800015539351394,0.6665096485881793,0.047374848853596614
frame_000094,images/frame_000094.png,train,-0.15928668431089335,-0.20935366855733073,0.23095789435539288,0,0,0,0,0,0.18446444860534586,0.6073074001134339,0.08222614474911173
frame_000095,images/frame_000095.png,train,0.022301719535468893,0.13256312266480522,0.20145268334252794,1,0,0,0,0,-0.09256380242429342,0.3250312169230214,0.7183170929815144
frame_000096,images/frame_000096.png,train,-0.10180180485345908,-0.16042377960124746,0.03262516076863824,0,0,0,0,0,0.11704903536685589,0.6882208327602848,0.03211986874827763
frame_000097,images/frame_000097.png,train,-0.9381229157896097,0.7560296395560692,0.36223308688818023,0,0,0,1,0,0.29392899601592404,0.40559383643121494,0.12724377220090247
frame_000098,images/frame_000098.png,train,-0.09792475992970037,0.06490397686457706,0.09932336633319452,1,0,0,0,0,0.004286098003427052,0.3456518697974418,0.6941989910095074
frame_000099,images/frame_000099.png,train,0.061098572018269494,0.23358096662718994,0.2574885764134763,0,0,0,0,0,-0.1593152071870016,0.6176592838516294,0.08723474410283444
frame_000100,images/frame_000100.png,train,-0.03258256095680231,0.07855025084726254,0.20781287663713904,0,0,0,0,0,-0.01911987801992666,0.6407489809856408,0.07445891438131934
frame_000101,images/frame_000101.png,train,0.4066905479483168,0.20510912973428733,0.21301564906144788,0,0,0,0,0,-0.3637691090618854,0.5641064132388298,0.08173492973441213
frame_000102,images/frame_000102.png,train,0.1007354736366875,-0.1439348110533022,0.16580534038821557,0,0,0,0,0,0.027894520366438455,0.6418210361367871,0.06513149199446447
frame_000103,images/frame_000103.png,train,0.4516327169220405,-0.42049891768196396,0.2637777437416833,0,0,0,0,0,-0.11827805121188233,0.5373512463060028,0.09504300391869011
frame_000104,images/frame_000104.png,train,0.3180311290525722,0.6690284039850325,0.03769268259750132,0,0,0,0,0,-0.6115307750622031,0.64320133528036,0.03683628334902149
frame_000105,images/frame_000105.png,train,0.026825971642202198,-0.45056175952564304,0.01189454703935361,0,0,0,0,0,0.24431981443286474,0.7104717142077858,0.025779063212034936
frame_000106,images/frame_000106.png,train,0.1431550709422103,-0.12322716155973522,0.04457294868483827,0,0,0,0,0,-0.01115196568728024,0.6757684537718646,0.03574457240891525
frame_000107,images/frame_000107.png,train,0.8923008285613352,0.3686152167112927,0.06226301217806243,0,0,0,0,0,-0.954144301297188,0.519747780025411,0.052118040277140856
frame_000108,images/frame_000108.png,train,-0.3842139324793835,0.46495746454667425,0.39047335241651027,0,1,0,0,0,0.02499389813297749,0.3264915401583447,0.23978481431896465
frame_000109,images/frame_000109.png,train,0.40828515687379113,-0.6538670592105391,0.0317472597811705,0,1,1,1,0,-0.050203349952883,0.28723142770183213,0.16400588293571094
frame_000110,images/frame_000110.png,train,0.05116510674873084,0.48476171108708505,0.24103394212652243,0,1,0,0,0,-0.3722821679879402,0.4454050989059711,0.19739505935535726
frame_000111,images/frame_000111.png,train,0.04399317854035536,-0.2013659012675947,0.15937420298147723,0,0,0,0,0,0.13325379037436472,0.655420393248412,0.06262869319605203
frame_000112,images/frame_000112.png,train,0.5329339385842244,-0.3432220394933277,0.0895047408305758,0,0,0,0,0,-0.221999563763638,0.5820865529924535,0.0531241187433304
frame_000113,images/frame_000113.png,train,0.02460169899447924,-0.09022840333654682,0.0633080244798755,0,0,0,0,0,0.01937245897712335,0.6929218516331477,0.0384940172549208
frame_000114,images/frame_000114.png,train,0.810547532998133,-0.2638890204960105,0.05766688357464551,0,0,0,0,0,-0.49021286133722486,0.5377070841492474,0.049670147654482216
frame_000115,images/frame_000115.png,train,0.1179810069574427,0.2155836981655944,0.11651525171184637,0,0,0,0,0,-0.24521180978778429,0.6556234605093652,0.05318347853585699
frame_000116,images/frame_000116.png,train,0.24687247601529724,-0.22804804045387558,0.02026844312856867,0,0,0,0,1,-0.1260477393976857,0.6635315497019415,0.03137653351212979
frame_000117,images/frame_000117.png,train,0.545648723588773,-0.41506784280615844,0.35482121877390177,0,0,1,0,0,-0.20489616503049346,0.3266828287113797,0.131926041833348
frame_000118,images/frame_000118.png,train,-0.22548139604804124,-0.6052433397878023,0.040773188385751426,0,0,0,0,0,0.5030942516307868,0.6606331048553787,0.03611945305643502
frame_000119,images/frame_000119.png,train,-0.3875305973097655,-0.30839793034299945,0.09646761405732453,0,0,0,0,0,0.4119219884027394,0.6087302156179834,0.05252445784317272
frame_000120,images/frame_000120.png,train,0.16044725050012157,0.12113085452490455,0.12206894264131404,0,1,0,0,0,-0.17491529364482258,0.46518641997551574,0.16964025378304787
frame_000121,images/frame_000121.png,train,-0.5750150163817082,0.6827330342457144,0.12154905703047472,1,0,0,0,0,0.05815069870110225,0.2424548267629922,0.7073444064056651
frame_000122,images/frame_000122.png,train,0.6843823686974275,-0.17414801619716513,0.4791344888775759,1,1,0,0,0,-0.4762883157039711,0.0,0.9054095875530667
frame_000123,images/frame_000123.png,train,0.4814797623498776,-0.10611558252933992,0.5530787226812326,0,0,0,0,0,-0.3128078642220573,0.430126494591593,0.16726719942254373
frame_000124,images/frame_000124.png,train,0.2503037728192658,0.2131833005350424,0.10577697522073093,1,1,0,0,0,-0.2869654129397701,0.13291730410889097,0.8126375502198494
frame_000125,images/frame_000125.png,train,-0.09943347232545745,0.3186210270242,0.17897332215143893,0,0,0,1,0,-0.07683504197484138,0.6374726427819049,0.06837631945076418
frame_000126,images/frame_000126.png,train,-0.9326945752015238,-0.5827925508779565,0.06172291279174413,1,1,0,0,0,0.9876666994945247,0.011858065482584796,0.8126303955755768
frame_000127,images/frame_000127.png,train,-0.1750669541147326,-0.5605551348920005,0.10844171798578592,0,0,0,0,0,0.36279705634192383,0.6470320078820284,0.052094617326310634
frame_000128,images/frame_000128.png,train,0.7602466371191026,-0.4409083942587137,0.34423632188242936,0,0,0,0,0,-0.33492329169214446,0.44746795991732924,0.11993455402074812
frame_000129,images/frame_000129.png,train,-0.03151060668737277,0.08017286698413656,0.22982498671189563,0,0,0,0,0,0.013644933333499507,0.6332591333133619,0.07990076641154809
frame_000130,images/frame_000130.png,train,-0.4365732494667511,0.3404799766839893,0.24781599774170454,0,0,0,0,0,0.13891999833579133,0.5459497508970531,0.09084353943141076
frame_000131,images/frame_000131.png,train,1.0,-0.182223905674503,0.045797460551323235,0,1,0,0,0,-0.733252356329855,0.3239708888070369,0.16415777021672817
frame_000132,images/frame_000132.png,train,-0.6066555494264843,0.42512817239103495,0.248598682415977,0,0,1,0,0,0.22790091506535015,0.3516593512691112,0.10655896202998603
frame_000133,images/frame_000133.png,train,-0.2649636357579857,0.33141392972616707,0.1715412325735018,0,0,0,0,0,-0.00806013232026831,0.6069678414476772,0.06918164385035622
frame_000134,images/frame_000134.png,train,0.3851151423432492,0.507539120012504,0.07336879508602642,0,0,0,0,0,-0.5768292406489011,0.6172978932512408,0.046757303458826546
frame_000135,images/frame_000135.png,train,0.24279642016430003,0.21874462635993458,0.04374769354222552,0,0,0,0,0,-0.26654873803113294,0.656129023227361,0.037134170721100736
frame_000136,images/frame_000136.png,train,-0.6715157618958146,-0.39205212711655346,0.16583359825226826,0,0,1,0,0,0.7205250270792538,0.36765508823254317,0.08707098455689556
frame_000137,images/frame_000137.png,train,-0.001905024106228392,-0.3234729404702526,0.22046115497141097,0,0,0,0,0,0.18055659506128344,0.6424575909387604,0.07710484681860957
frame_000138,images/frame_000138.png,train,1.0,-0.37195966604342534,0.11814023978033669,0,0,0,0,0,-0.6578533354068128,0.47865091607688215,0.06769877946552351
frame_000139,images/frame_000139.png,train,-0.11363410199161844,-0.4473307369189998,0.2238138728311065,1,0,0,0,0,0.3382831554331549,0.29893832411078897,0.7253239860939802
frame_000140,images/frame_000140.png,train,0.9349749765629279,0.15868609343702636,0.18102286842990406,0,0,0,0,0,-0.8098894863612236,0.469647000736948,0.08225327099562305
frame_000141,images/frame_000141.png,train,-0.68651448539811,0.25483204714773633,0.3377166885336096,0,0,0,0,0,0.3724367205785983,0.46449626193361465,0.11713797052270492
frame_000142,images/frame_000142.png,train,0.028883173744383057,0.31852506195986496,0.10937016471672326,0,0,0,0,0,-0.20577168642524635,0.6759438076002703,0.0499859316296575
frame_000143,images/frame_000143.png,train,-0.5560638225092837,0.2862845830879197,0.37782204845422374,0,0,0,0,0,0.2259156432359651,0.4765495185391649,0.12499688917679602
frame_000144,images/frame_000144.png,train,0.4043569717070926,-0.42752820231256444,0.4575104959159223,0,0,0,0,0,-0.058582226093055884,0.4789999320880086,0.14233231453446224
frame_000145,images/frame_000145.png,train,0.09501755039848674,0.5449900193119589,0.23337930451028574,0,0,0,0,0,-0.339708587359628,0.6193137333417026,0.08179834832492665
frame_000146,images/frame_000146.png,train,-0.034902843754758606,-0.4265431410114671,0.22491741271879884,0,0,0,1,0,0.23918925467440827,0.6342983367974686,0.07873796385433826
frame_000147,images/frame_000147.png,train,-0.7496357380787269,-0.004290943567040109,0.1391282910268168,0,0,0,0,0,0.5980618354339634,0.5213779505248688,0.0688979879839102
frame_000148,images/frame_000148.png,train,0.2025521610039351,0.0486984645753389,0.24001041768550294,0,0,0,0,0,-0.19005726363424527,0.5954859216092869,0.08516341816206771
frame_000149,images/frame_000149.png,train,0.5135902688104041,-0.06645410880448972,0.30329303878242353,0,1,0,0,0,-0.3351885281055416,0.3311293826640709,0.2202341179190075
frame_000150,images/frame_000150.png,train,-0.39045760907337795,0.2295068854975321,0.07915872993314774,0,1,0,0,0,0.11601094552285116,0.4342029227087227,0.16267868676859468
frame_000151,images/frame_000151.png,train,-0.048993715081906225,0.379941167153849,0.3774701155558586,0,0,0,0,0,-0.18710791946608782,0.5780867165390682,0.11679648809916343
frame_000152,images/frame_000152.png,train,-0.2646558789388279,0.2873592013897788,0.074514119057373,0,0,0,0,0,0.0288654125197423,0.6409888825421538,0.04511399558924976
frame_000153,images/frame_000153.png,train,0.12907533975606605,-0.7230862188625289,0.2627076403423721,0,0,0,0,0,0.2892707734235979,0.6022372579289565,0.08961670024100532
frame_000154,images/frame_000154.png,train,-1.0,-0.11617036843514247,0.3350999640148927,0,0,0,0,0,0.8530305638077529,0.4027150125947876,0.12150479107569341
frame_000155,images/frame_000155.png,train,-0.14094206346107324,-0.5746996770718231,0.10130140393302686,0,0,0,0,0,0.4666770501693128,0.656356095931226,0.049777821190767825
frame_000156,images/frame_000156.png,train,0.06887563541810605,0.028849679144808526,0.1391264461430695,0,0,0,0,0,-0.035206248075574306,0.6575306167663045,0.058005368810170925
frame_000157,images/frame_000157.png,train,0.029702860702139573,-0.1384465411785901,0.06877573355278543,0,0,0,0,0,0.06690891909117377,0.6899879211160972,0.03993162769232503
frame_000158,images/frame_000158.png,train,0.22453640133238392,-0.9105658458402054,0.18172676471271884,0,0,1,0,0,0.26847335294970387,0.4514883520840715,0.08386082007007242
frame_000159,images/frame_000159.png,train,-0.37279485532835155,0.4941881009593554,0.18877898247376518,0,0,0,0,0,0.026157799162909483,0.5793683850685118,0.0751819053387474
frame_000160,images/frame_000160.png,train,0.6103351438544106,-0.6674460515548667,0.2628839990842631,0,0,0,0,0,-0.10360487345789937,0.5059235715496258,0.09736059407456782
frame_000161,images/frame_000161.png,train,-0.05933390473773014,0.15056729977563046,0.13710623603498814,0,0,0,0,0,-0.058204854061980095,0.6601460364402081,0.05735168901248075
frame_000162,images/frame_000162.png,train,0.14426332261126446,0.532506508125945,0.09157626469903811,0,0,0,0,0,-0.3934236892668338,0.6590956428330838,0.04741912680714168
frame_000163,images/frame_000163.png,train,-0.06776467727342612,0.05380067612064119,0.33919571478043536,0,0,0,0,0,0.0294586703543465,0.5877285643721624,0.10760477210192279
frame_000164,images/frame_000164.png,train,0.03309660625879607,0.41138012994337836,0.05318410946141621,0,0,0,0,0,-0.24830844021191073,0.6947662404367451,0.03611920484657196
frame_000165,images/frame_000165.png,train,0.19773939820721398,0.08785363754247168,0.18715383552994228,1,0,0,0,0,-0.27737879926143266,0.2949482779230774,0.717577981582741
frame_000166,images/frame_000166.png,train,-0.42672925643404125,-0.3199446453104036,0.0907349603160704,0,0,0,0,0,0.5649419309792735,0.6028969126025671,0.05172993826133013
