time,device_id,split,state_label,is_anomaly_point,anomaly_start_time,fault_cell,window_start_time,target_time,anomaly_score,abs_norm_residual_cell_voltage_min,abs_norm_residual_cell_voltage_delta,abs_norm_residual_cell_temp_max,abs_norm_residual_cell_temp_delta,abs_norm_residual_cell_soc_mean,abs_norm_residual_cell_soc_delta
2026-01-01 04:35:00,BAT_0001,train,normal,0,,,2026-01-01 01:55:00,2026-01-01 04:35:00,0.21880294,0.11851909,0.096856974,0.14209314,0.08952519,0.018698825,0.17466547
2026-01-01 04:40:00,BAT_0001,train,normal,0,,,2026-01-01 02:00:00,2026-01-01 04:40:00,0.2362814,0.11510903,0.1242358,0.0727377,0.023486882,0.015927969,0.17545362
2026-01-01 04:45:00,BAT_0001,train,normal,0,,,2026-01-01 02:05:00,2026-01-01 04:45:00,0.30162907,0.105910525,0.11268104,0.13426597,0.2276315,0.012728995,0.17199911
2026-01-01 04:50:00,BAT_0001,train,normal,0,,,2026-01-01 02:10:00,2026-01-01 04:50:00,0.4896225,0.120685436,0.18751153,0.12671283,0.38662025,0.01072114,0.17395113
2026-01-01 04:55:00,BAT_0001,train,normal,0,,,2026-01-01 02:15:00,2026-01-01 04:55:00,0.29168558,0.1189577,0.15334107,0.12623464,0.061975293,0.009080291,0.17809378
2026-01-01 05:00:00,BAT_0001,train,normal,0,,,2026-01-01 02:20:00,2026-01-01 05:00:00,0.45289478,0.10742426,0.14107968,0.10496303,0.36136517,0.0034694718,0.17734273
2026-01-01 05:05:00,BAT_0001,train,normal,0,,,2026-01-01 02:25:00,2026-01-01 05:05:00,0.7340983,0.08715187,0.09615778,0.0055926573,0.62456864,0.004020441,0.17719421
2026-01-01 05:10:00,BAT_0001,train,normal,0,,,2026-01-01 02:30:00,2026-01-01 05:10:00,0.57784927,0.077549145,0.03383677,0.0054806555,0.4926251,0.0077484436,0.17451102
2026-01-01 05:15:00,BAT_0001,train,normal,0,,,2026-01-01 02:35:00,2026-01-01 05:15:00,0.2587697,0.093041174,0.07709202,0.08477486,0.19777411,0.010183323,0.17228322
2026-01-01 05:20:00,BAT_0001,train,normal,0,,,2026-01-01 02:40:00,2026-01-01 05:20:00,0.20284162,0.0914967,0.019357305,0.1198566,0.0908663,0.014209028,0.17892174
2026-01-01 05:25:00,BAT_0001,train,normal,0,,,2026-01-01 02:45:00,2026-01-01 05:25:00,0.5776801,0.13601863,0.14304644,0.256891,0.45747417,0.025573961,0.18237986
2026-01-01 05:30:00,BAT_0001,train,normal,0,,,2026-01-01 02:50:00,2026-01-01 05:30:00,0.4077736,0.01376691,0.060301956,0.30803627,0.24993002,0.024714658,0.15599531
2026-01-01 05:35:00,BAT_0001,train,normal,0,,,2026-01-01 02:55:00,2026-01-01 05:35:00,0.575684,0.012612799,0.05389774,0.3625519,0.47074732,0.021006867,0.13613413
2026-01-01 05:40:00,BAT_0001,train,normal,0,,,2026-01-01 03:00:00,2026-01-01 05:40:00,1.3496536,0.017406601,0.068279415,0.18337283,1.171506,0.0188509,0.10531583
2026-01-01 05:45:00,BAT_0001,train,normal,0,,,2026-01-01 03:05:00,2026-01-01 05:45:00,0.13115503,0.06325915,0.047695227,0.09269688,0.014294714,0.030035408,0.08880784
2026-01-01 05:50:00,BAT_0001,train,normal,0,,,2026-01-01 03:10:00,2026-01-01 05:50:00,0.879022,0.089551285,0.088108964,0.0121142585,0.7577501,0.035242263,0.07961217
2026-01-01 05:55:00,BAT_0001,train,normal,0,,,2026-01-01 03:15:00,2026-01-01 05:55:00,0.5935443,0.09176329,0.03360105,0.06193236,0.50604457,0.026450727,0.07837841
2026-01-01 06:00:00,BAT_0001,train,normal,0,,,2026-01-01 03:20:00,2026-01-01 06:00:00,0.65649164,0.034728568,0.045338288,0.045763418,0.56727755,0.020296372,0.07951499
2026-01-01 06:05:00,BAT_0001,train,normal,0,,,2026-01-01 03:25:00,2026-01-01 06:05:00,0.3797157,0.06038856,0.048693962,0.01327703,0.32130787,0.01407056,0.07820756
2026-01-01 06:10:00,BAT_0001,train,normal,0,,,2026-01-01 03:30:00,2026-01-01 06:10:00,0.7660794,0.060248397,0.0074520498,0.010957723,0.6698343,0.013134274,0.063660465
2026-01-01 06:15:00,BAT_0001,train,normal,0,,,2026-01-01 03:35:00,2026-01-01 06:15:00,0.37846214,0.057590395,0.08345125,0.0162027,0.31777072,0.010096359,0.0650827
2026-01-01 06:20:00,BAT_0001,train,normal,0,,,2026-01-01 03:40:00,2026-01-01 06:20:00,0.3509658,0.09538959,0.055379547,0.028024696,0.29164678,0.010205737,0.06892628
2026-01-01 06:25:00,BAT_0001,train,normal,0,,,2026-01-01 03:45:00,2026-01-01 06:25:00,0.16393478,0.03576459,0.03294583,0.009898121,0.1339878,0.0091813775,0.07303201
2026-01-01 06:30:00,BAT_0001,train,normal,0,,,2026-01-01 03:50:00,2026-01-01 06:30:00,0.62792,0.037526887,0.13076447,0.07263623,0.531718,0.0148829585,0.077620246
2026-01-01 06:35:00,BAT_0001,train,normal,0,,,2026-01-01 03:55:00,2026-01-01 06:35:00,0.6400858,0.06314037,0.10812819,0.055985086,0.5431189,0.022484114,0.081014216
2026-01-01 06:40:00,BAT_0001,train,normal,0,,,2026-01-01 04:00:00,2026-01-01 06:40:00,0.6370104,0.07264269,0.015591296,0.15594743,0.5402139,0.034496006,0.09369023
2026-01-01 06:45:00,BAT_0001,train,normal,0,,,2026-01-01 04:05:00,2026-01-01 06:45:00,0.3718002,0.10251281,0.13783799,0.26463896,0.2683332,0.046918646,0.097678185
2026-01-01 06:50:00,BAT_0001,train,normal,0,,,2026-01-01 04:10:00,2026-01-01 06:50:00,0.3142307,0.12642677,0.04484803,0.23513134,0.06079563,0.06236534,0.10491093
2026-01-01 06:55:00,BAT_0001,train,normal,0,,,2026-01-01 04:15:00,2026-01-01 06:55:00,0.5171432,0.14886658,0.17569256,0.16980405,0.40727657,0.077872254,0.111788794
2026-01-01 07:00:00,BAT_0001,train,normal,0,,,2026-01-01 04:20:00,2026-01-01 07:00:00,0.30283895,0.01849785,0.10681308,0.21810664,0.22199608,0.08098283,0.104813725
2026-01-01 07:05:00,BAT_0001,train,normal,0,,,2026-01-01 04:25:00,2026-01-01 07:05:00,1.1092975,0.038824547,0.06611153,0.19564497,0.9529114,0.080275156,0.09926412
2026-01-01 07:10:00,BAT_0001,train,normal,0,,,2026-01-01 04:30:00,2026-01-01 07:10:00,0.70853144,0.021420995,0.08884654,0.07376005,0.60509497,0.078130916,0.09349253
2026-01-01 07:15:00,BAT_0001,train,normal,0,,,2026-01-01 04:35:00,2026-01-01 07:15:00,0.6507797,0.07000875,0.024397053,0.039415076,0.5571786,0.10848974,0.08756215
2026-01-01 07:20:00,BAT_0001,train,normal,0,,,2026-01-01 04:40:00,2026-01-01 07:20:00,0.17674948,0.08615443,0.068516865,0.02095002,0.13195135,0.103484705,0.08156434
2026-01-01 07:25:00,BAT_0001,train,normal,0,,,2026-01-01 04:45:00,2026-01-01 07:25:00,0.42561036,0.0655623,0.07297644,0.10922652,0.3486687,0.09241111,0.08331944
2026-01-01 07:30:00,BAT_0001,train,normal,0,,,2026-01-01 04:50:00,2026-01-01 07:30:00,0.31761402,0.025634812,0.0548284,0.09508969,0.25885388,0.082059644,0.09382488
2026-01-01 07:35:00,BAT_0001,train,normal,0,,,2026-01-01 04:55:00,2026-01-01 07:35:00,0.954121,0.05755146,0.097337805,0.1328422,0.8147754,0.082322136,0.09681373
2026-01-01 07:40:00,BAT_0001,train,normal,0,,,2026-01-01 05:00:00,2026-01-01 07:40:00,0.74175894,0.05851405,0.061641052,0.0049500186,0.6384258,0.078886665,0.10088663
2026-01-01 07:45:00,BAT_0001,train,normal,0,,,2026-01-01 05:05:00,2026-01-01 07:45:00,0.12235484,0.038695402,0.039730467,0.05943009,0.057068564,0.075559296,0.10389994
2026-01-01 07:50:00,BAT_0001,train,normal,0,,,2026-01-01 05:10:00,2026-01-01 07:50:00,1.1124624,0.03346656,0.029265432,0.24060617,0.956303,0.07263428,0.11039123
2026-01-01 07:55:00,BAT_0001,train,normal,0,,,2026-01-01 05:15:00,2026-01-01 07:55:00,0.5675257,0.0042795707,0.008641519,0.088079445,0.48764852,0.06931254,0.108163126
2026-01-01 08:00:00,BAT_0001,train,normal,0,,,2026-01-01 05:20:00,2026-01-01 08:00:00,0.5409948,0.019775296,0.01656657,0.016319912,0.46718696,0.06653006,0.107347175
2026-01-01 08:05:00,BAT_0001,train,normal,0,,,2026-01-01 05:25:00,2026-01-01 08:05:00,0.28585082,0.033043668,0.11193565,0.042549573,0.22817129,0.056088015,0.11280718
2026-01-01 08:10:00,BAT_0001,train,normal,0,,,2026-01-01 05:30:00,2026-01-01 08:10:00,0.26085407,0.019358346,0.050456375,0.028958946,0.21406193,0.05893613,0.11207453
2026-01-01 08:15:00,BAT_0001,train,normal,0,,,2026-01-01 05:35:00,2026-01-01 08:15:00,0.29434577,0.059322942,0.16056722,0.009412675,0.16923757,0.06563452,0.1038461
2026-01-01 08:20:00,BAT_0001,train,normal,0,,,2026-01-01 05:40:00,2026-01-01 08:20:00,0.73534393,0.018453302,0.024573296,0.015853494,0.6396654,0.060251936,0.10601641
2026-01-01 08:25:00,BAT_0001,train,normal,0,,,2026-01-01 05:45:00,2026-01-01 08:25:00,2.052667,0.011998302,0.007686292,0.037214693,1.8117037,0.05569411,0.102970816
2026-01-01 08:30:00,BAT_0001,train,normal,0,,,2026-01-01 05:50:00,2026-01-01 08:30:00,0.352253,0.02387532,0.013257335,0.10480795,0.29432213,0.05337974,0.096017435
2026-01-01 08:35:00,BAT_0001,train,normal,0,,,2026-01-01 05:55:00,2026-01-01 08:35:00,0.12565695,0.008258883,0.025759839,0.035388008,0.09871109,0.043347858,0.09152424
2026-01-01 08:40:00,BAT_0001,train,normal,0,,,2026-01-01 06:00:00,2026-01-01 08:40:00,1.2571337,0.040541247,0.06396269,0.08818016,1.0947691,0.03422106,0.08712223
2026-01-01 08:45:00,BAT_0001,train,normal,0,,,2026-01-01 06:05:00,2026-01-01 08:45:00,0.23029847,0.02474247,0.023767412,0.054756157,0.18983516,0.029103246,0.089378335
2026-01-01 08:50:00,BAT_0001,train,normal,0,,,2026-01-01 06:10:00,2026-01-01 08:50:00,0.32992297,0.030847242,0.03881748,0.14159244,0.27030647,0.024337567,0.09121988
2026-01-01 08:55:00,BAT_0001,train,normal,0,,,2026-01-01 06:15:00,2026-01-01 08:55:00,0.813774,0.036866143,0.06585756,0.20010236,0.6930061,0.018909523,0.0962695
2026-01-01 09:00:00,BAT_0001,train,normal,0,,,2026-01-01 06:20:00,2026-01-01 09:00:00,0.5153867,0.020540426,0.070108645,0.1150756,0.43492568,0.016799968,0.096665494
2026-01-01 09:05:00,BAT_0001,train,normal,0,,,2026-01-01 06:25:00,2026-01-01 09:05:00,0.10728196,0.028098822,0.0023711284,0.074297935,0.051436853,0.01028964,0.09630275
2026-01-01 09:10:00,BAT_0001,train,normal,0,,,2026-01-01 06:30:00,2026-01-01 09:10:00,1.3835622,0.0014001053,0.13586237,0.049671367,1.2072148,0.0030496106,0.09591499
2026-01-01 09:15:00,BAT_0001,train,normal,0,,,2026-01-01 06:35:00,2026-01-01 09:15:00,0.26458412,0.051799823,0.14311275,0.01800877,0.20904364,0.0046902485,0.09099424
2026-01-01 09:20:00,BAT_0001,train,normal,0,,,2026-01-01 06:40:00,2026-01-01 09:20:00,0.60097885,0.031837083,0.05043898,0.0325366,0.5188108,0.0045023537,0.088563845
2026-01-01 09:25:00,BAT_0001,train,normal,0,,,2026-01-01 06:45:00,2026-01-01 09:25:00,0.11298913,0.06359303,0.03890832,0.06211553,0.025073702,0.014730366,0.08820572
2026-01-01 09:30:00,BAT_0001,train,normal,0,,,2026-01-01 06:50:00,2026-01-01 09:30:00,0.0994029,0.045959875,0.032332234,0.013677881,0.051636547,0.006270995,0.0881742
2026-01-01 09:35:00,BAT_0001,train,normal,0,,,2026-01-01 06:55:00,2026-01-01 09:35:00,0.1269925,0.074564554,0.026128821,0.05994741,0.0173765,0.0099234525,0.08732757
2026-01-01 09:40:00,BAT_0001,train,normal,0,,,2026-01-01 07:00:00,2026-01-01 09:40:00,0.17178646,0.07017303,0.012226525,0.1274349,0.05955129,0.010051159,0.08512994
2026-01-01 09:45:00,BAT_0001,train,normal,0,,,2026-01-01 07:05:00,2026-01-01 09:45:00,1.0125506,0.05659741,0.043298025,0.0151996305,0.8842585,0.008748539,0.08744398
2026-01-01 09:50:00,BAT_0001,train,normal,0,,,2026-01-01 07:10:00,2026-01-01 09:50:00,0.43041235,0.04347504,0.012541806,0.046142284,0.3690289,0.0016852275,0.0884938
2026-01-01 09:55:00,BAT_0001,train,normal,0,,,2026-01-01 07:15:00,2026-01-01 09:55:00,0.41037732,0.041189834,0.0158626,0.045152705,0.35083482,0.0054882797,0.091348276
2026-01-01 10:00:00,BAT_0001,train,normal,0,,,2026-01-01 07:20:00,2026-01-01 10:00:00,0.39858422,0.063219614,0.02687273,0.049392186,0.33700335,0.005819457,0.09130977
2026-01-01 10:05:00,BAT_0001,train,normal,0,,,2026-01-01 07:25:00,2026-01-01 10:05:00,1.0871633,0.061913766,0.007812535,0.014020054,0.95400536,0.00010106861,0.088152535
2026-01-01 10:10:00,BAT_0001,train,normal,0,,,2026-01-01 07:30:00,2026-01-01 10:10:00,0.37646723,0.039159924,0.071370535,0.03579051,0.31644475,0.00047950677,0.08942943
2026-01-01 10:15:00,BAT_0001,train,normal,0,,,2026-01-01 07:35:00,2026-01-01 10:15:00,0.2520709,0.09154524,0.13649829,0.037679028,0.11659188,0.0023566552,0.08950235
2026-01-01 10:20:00,BAT_0001,train,normal,0,,,2026-01-01 07:40:00,2026-01-01 10:20:00,0.34061375,0.05719381,0.044301942,0.09599717,0.28136334,0.00092314056,0.088637926
2026-01-01 10:25:00,BAT_0001,train,normal,0,,,2026-01-01 07:45:00,2026-01-01 10:25:00,0.11179188,0.066104226,0.010135204,0.00022659503,0.073105104,0.004033313,0.08950757
2026-01-01 10:30:00,BAT_0001,train,normal,0,,,2026-01-01 07:50:00,2026-01-01 10:30:00,0.16339539,0.030758375,0.035179194,0.029109389,0.13171402,0.0034909057,0.08874289
2026-01-01 10:35:00,BAT_0001,train,normal,0,,,2026-01-01 07:55:00,2026-01-01 10:35:00,0.23192555,0.0016873705,0.0668758,0.07364584,0.18914841,0.00033248676,0.0876956
2026-01-01 10:40:00,BAT_0001,train,normal,0,,,2026-01-01 08:00:00,2026-01-01 10:40:00,1.381718,0.03881281,0.06268135,0.021862002,1.2115277,0.0063107163,0.09090042
2026-01-01 10:45:00,BAT_0001,train,normal,0,,,2026-01-01 08:05:00,2026-01-01 10:45:00,1.2023717,0.064577624,0.15080865,0.09623342,1.0360237,0.0044910084,0.09038581
2026-01-01 10:50:00,BAT_0001,train,normal,0,,,2026-01-01 08:10:00,2026-01-01 10:50:00,0.3451884,0.054282546,0.042628385,0.08800994,0.28608733,0.008691459,0.08842164
2026-01-01 10:55:00,BAT_0001,train,normal,0,,,2026-01-01 08:15:00,2026-01-01 10:55:00,0.103205316,0.026555426,0.022835424,0.029585965,0.077653915,0.0070394236,0.09178973
2026-01-01 11:00:00,BAT_0001,train,normal,0,,,2026-01-01 08:20:00,2026-01-01 11:00:00,0.38513163,0.056414034,0.03288738,0.005388561,0.32855472,0.0071519385,0.08399799
2026-01-01 11:05:00,BAT_0001,train,normal,0,,,2026-01-01 08:25:00,2026-01-01 11:05:00,0.8062279,0.038399268,0.0039803823,0.024176974,0.7062701,0.00088218425,0.08335451
2026-01-01 11:10:00,BAT_0001,train,normal,0,,,2026-01-01 08:30:00,2026-01-01 11:10:00,0.52994496,0.07937673,0.14235568,0.09268037,0.43860316,0.0014248814,0.08359885
2026-01-01 11:15:00,BAT_0001,train,normal,0,,,2026-01-01 08:35:00,2026-01-01 11:15:00,0.13131124,0.044096604,0.017434737,0.021341905,0.10443954,0.0026527531,0.08691195
2026-01-01 11:20:00,BAT_0001,train,normal,0,,,2026-01-01 08:40:00,2026-01-01 11:20:00,1.353559,0.04639656,0.017694635,0.05089956,1.1884159,0.002599133,0.089281075
2026-01-01 11:25:00,BAT_0001,train,normal,0,,,2026-01-01 08:45:00,2026-01-01 11:25:00,0.3068257,0.06438617,0.10928674,0.008896905,0.25037315,0.0074990853,0.086292654
2026-01-01 11:30:00,BAT_0001,train,normal,0,,,2026-01-01 08:50:00,2026-01-01 11:30:00,0.10091327,0.028437154,0.013045108,0.041914932,0.07743501,0.009283978,0.08773558
2026-01-01 11:35:00,BAT_0001,train,normal,0,,,2026-01-01 08:55:00,2026-01-01 11:35:00,0.13781089,0.06290292,0.0008380052,0.008935104,0.11067002,0.00788894,0.089467585
2026-01-01 11:40:00,BAT_0001,train,normal,0,,,2026-01-01 09:00:00,2026-01-01 11:40:00,0.2071161,0.02510303,0.0007635708,0.0064948234,0.17565227,0.013989559,0.08759911
2026-01-01 11:45:00,BAT_0001,train,normal,0,,,2026-01-01 09:05:00,2026-01-01 11:45:00,0.17579077,0.014209197,0.09401401,0.06825791,0.10407771,0.008783475,0.08524759
2026-01-01 11:50:00,BAT_0001,train,normal,0,,,2026-01-01 09:10:00,2026-01-01 11:50:00,0.6698403,0.021986678,0.06059979,0.10410241,0.57413566,0.019683374,0.08862546
2026-01-01 11:55:00,BAT_0001,train,normal,0,,,2026-01-01 09:15:00,2026-01-01 11:55:00,0.5600281,0.06286332,0.03585775,0.008356157,0.48238844,0.013884103,0.08842602
2026-01-01 12:00:00,BAT_0001,train,normal,0,,,2026-01-01 09:20:00,2026-01-01 12:00:00,0.115448914,0.054876164,0.025554098,0.0827489,0.025995035,0.003544876,0.08807373
2026-01-01 12:05:00,BAT_0001,train,normal,0,,,2026-01-01 09:25:00,2026-01-01 12:05:00,0.28064883,0.030672943,0.05209772,0.14421497,0.22591615,0.005932931,0.09017317
2026-01-01 12:10:00,BAT_0001,train,normal,0,,,2026-01-01 09:30:00,2026-01-01 12:10:00,0.77122784,0.04509899,0.026900599,0.08026395,0.6673813,0.011461758,0.091702834
2026-01-01 12:15:00,BAT_0001,train,normal,0,,,2026-01-01 09:35:00,2026-01-01 12:15:00,0.38636008,0.042549238,0.12494378,0.16882767,0.3088961,0.020892143,0.09696061
2026-01-01 12:20:00,BAT_0001,train,normal,0,,,2026-01-01 09:40:00,2026-01-01 12:20:00,0.769133,0.07827125,0.0715563,0.1370535,0.65372866,0.012956898,0.09811901
2026-01-01 12:25:00,BAT_0001,train,normal,0,,,2026-01-01 09:45:00,2026-01-01 12:25:00,1.5072519,0.07647215,0.07478535,0.13734709,1.3095303,0.013451137,0.09994494
2026-01-01 12:30:00,BAT_0001,train,normal,0,,,2026-01-01 09:50:00,2026-01-01 12:30:00,0.83717966,0.052271586,0.046624273,0.03878029,0.7262442,0.010845419,0.09468351
2026-01-01 12:35:00,BAT_0001,train,normal,0,,,2026-01-01 09:55:00,2026-01-01 12:35:00,0.37890545,0.051273514,0.0017348464,0.047579434,0.32220387,0.021738231,0.0956101
2026-01-01 12:40:00,BAT_0001,train,normal,0,,,2026-01-01 10:00:00,2026-01-01 12:40:00,0.32773787,0.06459281,0.033395134,0.024271403,0.27436993,0.019725926,0.092476256
2026-01-01 12:45:00,BAT_0001,train,normal,0,,,2026-01-01 10:05:00,2026-01-01 12:45:00,0.4041651,0.07789645,0.07412381,0.026570847,0.33755466,0.01248214,0.088046975
2026-01-01 12:50:00,BAT_0001,train,normal,0,,,2026-01-01 10:10:00,2026-01-01 12:50:00,1.5486274,0.0701391,0.080596805,0.09959876,1.3494483,0.016816344,0.089381434
2026-01-01 12:55:00,BAT_0001,train,normal,0,,,2026-01-01 10:15:00,2026-01-01 12:55:00,0.121524155,0.066204585,0.06252258,0.019346647,0.043271344,0.019212525,0.09211874
2026-01-01 13:00:00,BAT_0001,train,normal,0,,,2026-01-01 10:20:00,2026-01-01 13:00:00,0.41090104,0.029187668,0.0035979943,0.100811414,0.3485916,0.0235292,0.095070414
2026-01-01 13:05:00,BAT_0001,train,normal,0,,,2026-01-01 10:25:00,2026-01-01 13:05:00,1.213526,0.043111913,0.05488234,0.09201865,1.0565786,0.018672444,0.09587185
2026-01-01 13:10:00,BAT_0001,train,normal,0,,,2026-01-01 10:30:00,2026-01-01 13:10:00,0.6450244,0.0532176,0.14248912,0.20492372,0.533838,0.012356481,0.099220894
2026-01-01 13:15:00,BAT_0001,train,normal,0,,,2026-01-01 10:35:00,2026-01-01 13:15:00,0.2571727,0.059784528,0.013643128,0.0079631815,0.215614,0.002392187,0.09801673
2026-01-01 13:20:00,BAT_0001,train,normal,0,,,2026-01-01 10:40:00,2026-01-01 13:20:00,0.23038685,0.056923848,0.115118,0.08724162,0.17590943,0.010196052,0.102219105
2026-01-01 13:25:00,BAT_0001,train,normal,0,,,2026-01-01 10:45:00,2026-01-01 13:25:00,0.5907193,0.0627906,0.0121687045,0.051370066,0.50756764,0.015637351,0.1107176
2026-01-01 13:30:00,BAT_0001,train,normal,0,,,2026-01-01 10:50:00,2026-01-01 13:30:00,1.0348983,0.062633,0.0545772,0.019877158,0.9013649,0.0033618652,0.10519452
2026-01-01 13:35:00,BAT_0001,train,normal,0,,,2026-01-01 10:55:00,2026-01-01 13:35:00,0.115843005,0.050489448,0.042818714,0.06229582,0.052603938,0.005065941,0.09938641
2026-01-01 13:40:00,BAT_0001,train,normal,0,,,2026-01-01 11:00:00,2026-01-01 13:40:00,0.64378995,0.04476412,0.04498515,0.012217596,0.5568753,0.008911589,0.09934639
2026-01-01 13:45:00,BAT_0001,train,normal,0,,,2026-01-01 11:05:00,2026-01-01 13:45:00,0.24111982,0.052173343,0.0066972105,0.07581018,0.19808972,0.0016691838,0.09487054
2026-01-01 13:50:00,BAT_0001,train,normal,0,,,2026-01-01 11:10:00,2026-01-01 13:50:00,0.13139485,0.045756757,0.018995041,0.094641246,0.06495924,0.0010635944,0.095924586
2026-01-01 13:55:00,BAT_0001,train,normal,0,,,2026-01-01 11:15:00,2026-01-01 13:55:00,0.44606513,0.044033628,0.07329582,0.068601884,0.37455675,0.009040661,0.09665671
2026-01-01 14:00:00,BAT_0001,train,normal,0,,,2026-01-01 11:20:00,2026-01-01 14:00:00,0.2100521,0.02522133,0.025110787,0.16286367,0.044714823,0.0005743408,0.09152374
2026-01-01 14:05:00,BAT_0001,train,normal,0,,,2026-01-01 11:25:00,2026-01-01 14:05:00,0.1274724,0.035933323,0.06717804,0.027832547,0.058307216,0.004831738,0.095293395
2026-01-01 14:10:00,BAT_0001,train,normal,0,,,2026-01-01 11:30:00,2026-01-01 14:10:00,0.30523857,0.035585694,0.019396245,0.10729819,0.25343123,4.9267634e-05,0.08999961
2026-01-01 14:15:00,BAT_0001,train,normal,0,,,2026-01-01 11:35:00,2026-01-01 14:15:00,0.78150344,0.028500596,0.056648433,0.025498219,0.6797853,0.00018833452,0.08637383
