device_id,a,b,c,is_abnormal,iforest_score,autoencoder_score,ensemble_score,iforest_pred,autoencoder_pred,ensemble_pred
dev_0290819,a4,b2,c3,1,0.7641919311842931,3.361043,1.0,1,1,1
dev_1731976,a1,b4,c3,1,0.7254138000383931,4.1425357,1.0,1,1,1
dev_1587771,a3,b5,c1,1,0.7293169525757125,255.75792,1.0,1,1,1
dev_1558567,a2,b2,c2,1,0.7111862326956419,2.5865703,1.0,1,1,1
dev_1390430,a3,b2,c3,1,0.7436488169870088,72.39247,1.0,1,1,1
dev_1990216,a2,b2,c3,1,0.7387622313815998,3.2742665,1.0,1,1,1
dev_0205938,a3,b5,c2,1,0.7583016184170777,2.3263462,1.0,1,1,1
dev_0129733,a2,b5,c1,1,0.7410440800897226,3.465413,1.0,1,1,1
dev_0935421,a1,b3,c2,1,0.7243295963986723,3.4288888,1.0,1,1,1
dev_0642146,a3,b4,c3,1,0.7472226611806029,1.3308206,1.0,1,1,1
dev_0134963,a1,b2,c2,1,0.7406713293994488,3.7151084,1.0,1,1,1
dev_0753914,a3,b4,c2,1,0.723158105244079,1.4335382,0.999985,1,1,1
dev_0197380,a1,b2,c1,1,0.6982890547900488,2.9499497,0.999985,1,1,1
dev_1852551,a1,b5,c2,1,0.6946482050549168,3.1369112,0.999985,1,1,1
dev_0707446,a1,b5,c1,1,0.7212041056240623,3.5464075,0.999985,1,1,1
dev_0391243,a1,b5,c2,1,0.6905302896684375,3.2232494,0.999985,1,1,1
dev_0526224,a1,b4,c1,1,0.7406919198891756,2.0432096,0.999985,1,1,1
dev_0442330,a1,b1,c3,1,0.7148426820660101,2.9638493,0.999985,1,1,1
dev_1568587,a2,b2,c1,1,0.7303003344914164,3.2888496,0.999985,1,1,1
dev_1503801,a3,b1,c2,1,0.7252312752839357,13.532989,0.999985,1,1,1
dev_1614692,a4,b3,c3,1,0.7486089098034479,1.4873431,0.999985,1,1,1
dev_1517603,a2,b1,c2,1,0.7344896445050111,2.425333,0.999985,1,1,1
dev_0820143,a4,b2,c2,1,0.7061568867363732,123.8671,0.999985,1,1,1
dev_1741183,a4,b3,c1,1,0.7578084219862335,14.650913,0.999985,1,1,1
dev_1675918,a3,b4,c2,1,0.7100752387508195,4.8867526,0.999985,1,1,1
dev_1039623,a2,b5,c3,1,0.7123644424893998,3.176021,0.999985,1,1,1
dev_1355472,a1,b5,c3,1,0.7398788384052517,3.6374297,0.999985,1,1,1
dev_1945483,a4,b1,c2,1,0.7444701947578793,3.790512,0.999985,1,1,1
dev_1025405,a3,b2,c2,1,0.7514370603948548,2.2660513,0.999985,1,1,1
dev_0964551,a1,b2,c1,1,0.7250140036898292,2.7261825,0.999985,1,1,1
dev_1193274,a3,b1,c2,1,0.7464901513707829,1.4564401,0.999985,1,1,1
dev_1157319,a2,b4,c3,1,0.6840802083437723,3.4041157,0.999985,1,1,1
dev_1049091,a4,b3,c3,1,0.745468317555322,1.7217381,0.999985,1,1,1
dev_1476512,a1,b4,c1,1,0.7327249433739315,2.7655694,0.999985,1,1,1
dev_1427972,a2,b4,c3,1,0.698809394144483,3.2705884,0.999985,1,1,1
dev_0896904,a1,b5,c1,1,0.7362471084232748,2.1252403,0.999985,1,1,1
dev_0939318,a4,b5,c1,1,0.7528993816848536,2.1241791,0.999985,1,1,1
dev_1607896,a4,b2,c2,1,0.7413321105674947,4.821454,0.999985,1,1,1
dev_0050767,a4,b4,c1,1,0.7475673542234016,22.446785,0.999985,1,1,1
dev_1589497,a2,b2,c1,1,0.7266301867573185,3.9626007,0.999985,1,1,1
dev_1212762,a4,b5,c1,1,0.7418269642750617,10.311096,0.999985,1,1,1
dev_0274840,a2,b3,c1,1,0.7434510967807578,3.7667859,0.999985,1,1,1
dev_1016643,a3,b3,c1,1,0.74128645985868,248.22552,0.999985,1,1,1
dev_0300202,a3,b2,c2,1,0.7305299083224541,11.660404,0.999985,1,1,1
dev_0470752,a3,b3,c1,1,0.7497056371245284,12.582746,0.999985,1,1,1
dev_1490852,a4,b4,c1,1,0.7481615949933063,1.8903767,0.999985,1,1,1
dev_1682029,a2,b1,c2,1,0.7286091363600767,3.106539,0.999985,1,1,1
dev_0387292,a3,b4,c1,1,0.6997800669566862,2.4123294,0.999985,1,1,1
dev_1851468,a1,b5,c3,1,0.7232749783473043,3.6444397,0.999985,1,1,1
dev_0778657,a2,b5,c3,1,0.7225031507942034,2.2376556,0.999985,1,1,1
dev_0551443,a4,b3,c1,1,0.7379473998859909,20.81077,0.999985,1,1,1
dev_0159253,a1,b1,c3,1,0.7331186921719927,2.4927416,0.999985,1,1,1
dev_0674203,a2,b3,c1,1,0.686655833034568,4.147158,0.999985,1,1,1
dev_0108037,a4,b1,c2,1,0.7374062508299158,5.0336795,0.999985,1,1,1
dev_1594824,a1,b1,c1,1,0.7337668264934621,2.233148,0.99997,1,1,1
dev_0791899,a2,b3,c2,1,0.7282731270697107,1.7884396,0.99997,1,1,1
dev_0405163,a2,b4,c2,1,0.7117098322462825,36.589985,0.99997,1,1,1
dev_1137225,a3,b4,c3,1,0.7177467567564088,1.2787446,0.99997,1,1,1
dev_0622423,a4,b1,c3,1,0.7301805499906519,2.9008768,0.99997,1,1,1
dev_1266251,a1,b3,c1,1,0.7351960901291859,3.4786818,0.99997,1,1,1
dev_0902838,a2,b4,c1,1,0.7290567309148165,3.458733,0.99997,1,1,1
dev_0393664,a2,b1,c1,1,0.734264083551557,3.627008,0.99997,1,1,1
dev_1602695,a2,b5,c2,1,0.7359209250979581,3.2159083,0.99997,1,1,1
dev_1345882,a1,b2,c3,1,0.7263067890243159,2.1448865,0.99997,1,1,1
dev_1369382,a2,b5,c1,1,0.717193099742988,2.4103007,0.99997,1,1,1
dev_1979360,a4,b5,c2,1,0.7368276029876264,1.5570385,0.99997,1,1,1
dev_0782926,a2,b1,c3,1,0.7097367714506143,3.387777,0.99997,1,1,1
dev_0560662,a1,b3,c2,1,0.6902900898067035,3.1852021,0.99997,1,1,1
dev_0490376,a3,b5,c3,1,0.6950616742894846,1.342275,0.99997,1,1,1
dev_1161665,a4,b3,c2,1,0.7418404238676958,1.4862709,0.99997,1,1,1
dev_0619619,a4,b4,c2,1,0.6902901478894897,1.0919743,0.99997,1,1,1
dev_1881341,a3,b3,c3,1,0.7397570683840903,12.686361,0.99997,1,1,1
dev_0826026,a3,b4,c1,1,0.7420470604592126,1.3474592,0.99996996,1,0,1
dev_1614242,a2,b2,c1,0,0.5385018323238439,0.92198336,0.99994,0,0,0
dev_1406171,a4,b2,c1,0,0.5214547314756146,0.96805537,0.999925,0,1,1
dev_0359753,a4,b5,c3,0,0.5332304161733527,0.99065423,0.999925,0,1,1
dev_1003863,a3,b2,c1,0,0.5464219039971365,0.76744956,0.99991,1,0,1
dev_0510689,a3,b3,c1,0,0.5269611780983786,1.1449736,0.999895,0,0,0
dev_0794887,a3,b1,c1,0,0.5430886700990959,0.80058366,0.99987996,0,0,1
dev_0501123,a4,b2,c3,0,0.5319642486370341,0.849874,0.999865,0,0,1
dev_0954891,a1,b1,c2,0,0.523390043542004,0.87654436,0.999865,0,0,1
dev_1347450,a2,b1,c3,0,0.536384470822047,0.6958428,0.99985003,0,0,0
dev_1031769,a2,b3,c3,0,0.5129447524616831,0.97415286,0.99985003,0,1,1
dev_0832912,a1,b5,c3,0,0.5262668896249326,0.98068666,0.99985003,0,0,0
dev_1341708,a3,b4,c3,0,0.522495594413648,1.0509406,0.999835,0,0,0
dev_1197672,a1,b2,c1,0,0.5231286289853022,1.3314786,0.999835,0,0,0
dev_0430282,a2,b3,c2,0,0.5207206434211521,1.0282514,0.999835,0,0,0
dev_1999875,a3,b4,c1,0,0.5412235041296749,0.8267934,0.99982,0,0,0
dev_1755900,a1,b1,c3,0,0.5482865798965398,0.7878667,0.999805,0,0,0
dev_0953195,a3,b1,c1,0,0.5479333772203063,0.7091369,0.999805,1,0,0
dev_1072588,a3,b4,c1,0,0.5238867166780508,0.998269,0.999805,0,0,0
dev_1650465,a1,b1,c3,0,0.5241378905502907,0.8979282,0.999805,0,0,0
dev_0164261,a4,b1,c2,0,0.5460946526123472,0.74384564,0.999805,0,0,0
dev_1014692,a1,b4,c1,0,0.5250000682262117,0.75471354,0.99979,0,0,0
dev_1814206,a1,b4,c1,0,0.5251300300724351,0.7505452,0.99979,0,0,0
dev_0782575,a2,b2,c2,0,0.5143395210996047,0.6311642,0.99977505,0,0,1
dev_1432812,a1,b1,c3,0,0.526286411791759,0.8146387,0.99977505,0,0,0
dev_1712885,a3,b5,c3,0,0.532634992624699,0.909492,0.999775,0,0,0
dev_0577258,a4,b1,c2,0,0.5175685801217565,1.0374593,0.999775,0,0,0
dev_1788695,a1,b2,c2,0,0.5205617481361644,0.7514449,0.999775,0,0,1
dev_1351897,a1,b5,c1,0,0.5113389268113722,0.92802495,0.999775,0,0,0
dev_0622269,a3,b3,c3,0,0.5370412814496579,0.7874286,0.999775,0,0,0
dev_1302968,a1,b2,c1,0,0.5360586420840471,0.71848416,0.99976003,0,0,0
dev_0558785,a1,b2,c3,0,0.5151523775907139,0.8545075,0.99976003,0,0,0
dev_0383480,a2,b5,c3,0,0.5356204198886054,0.6819548,0.99976,0,0,0
dev_1452643,a1,b4,c2,0,0.5215378171243219,0.73050046,0.999745,0,0,1
dev_1629643,a2,b4,c1,0,0.5182848079718694,0.9868443,0.99973,0,0,0
dev_0974128,a2,b3,c3,0,0.5106465486675379,0.8382636,0.99973,0,0,0
dev_1227354,a3,b1,c2,0,0.5132677708555161,1.0501014,0.99973,0,0,0
dev_0880128,a4,b1,c3,0,0.515057602748085,1.1250416,0.999715,0,0,0
dev_1761731,a4,b3,c2,0,0.5385287609912512,0.68387777,0.9997,0,0,0
dev_0495795,a4,b5,c2,0,0.5172205539756578,1.0592715,0.9997,0,0,0
dev_0718580,a3,b3,c2,0,0.5176420590269712,0.9205244,0.99969995,0,0,1
dev_1421574,a2,b3,c2,0,0.5460476398203558,0.54058164,0.99969995,0,0,0
dev_0206296,a2,b5,c2,0,0.5137216370199341,0.8771186,0.99969995,0,0,0
dev_0622388,a1,b5,c3,0,0.5247099671235637,0.7827075,0.99968505,0,0,0
dev_0194468,a1,b3,c1,0,0.5186053567956227,0.7143081,0.99968505,0,0,0
dev_1076619,a3,b2,c1,0,0.5133795779214783,0.70286155,0.999685,0,0,0
dev_1774925,a2,b2,c3,0,0.514746627287841,0.7176859,0.999685,0,0,1
dev_0634329,a2,b5,c1,0,0.5249383908895621,0.75700223,0.999685,0,0,0
dev_1606999,a4,b1,c1,0,0.5190763470751217,0.82317096,0.999685,0,0,1
dev_0127504,a4,b4,c1,0,0.525565165370571,0.59358054,0.999685,0,0,0
dev_1945292,a3,b2,c2,0,0.515262021504126,0.78936493,0.999685,0,0,0
dev_1739499,a2,b3,c3,0,0.5148220762648977,0.6718827,0.99967,0,0,0
dev_0301655,a2,b4,c3,0,0.5219575472426106,0.6657241,0.99967,0,0,0
dev_0758592,a1,b2,c2,0,0.5139758298366222,0.61343676,0.99967,0,0,0
dev_0773944,a1,b5,c3,0,0.5266670486266954,0.7375762,0.99967,0,0,0
dev_1422925,a1,b5,c1,0,0.5081482948086037,0.8419507,0.99967,0,0,0
dev_1011603,a4,b5,c3,0,0.525487833950778,0.73746526,0.99967,0,0,0
dev_1044693,a4,b3,c3,0,0.5110925072194866,0.9864316,0.99967,0,0,0
dev_1105850,a1,b5,c2,0,0.5265484873053093,0.52744526,0.999655,0,0,0
dev_0090666,a1,b2,c3,0,0.5440690759606226,0.4426695,0.999655,0,0,0
dev_1196620,a4,b5,c2,0,0.5261760367687814,0.7726733,0.99964,0,0,0
dev_1551828,a4,b5,c2,0,0.5356380547766211,0.61831695,0.99964,0,0,0
dev_1847321,a1,b1,c1,0,0.5146608116196274,0.75927556,0.99964,0,0,0
dev_1612276,a3,b1,c3,0,0.5148483132826954,0.97335345,0.99964,0,1,1
dev_0949934,a3,b1,c1,0,0.5182114644107962,0.7456582,0.99964,0,0,0
dev_0717312,a2,b5,c2,0,0.5198638518305012,0.62970895,0.99962497,0,0,0
dev_0420216,a2,b5,c3,0,0.5114171190061424,0.93233895,0.99960995,0,0,0
dev_0217757,a4,b4,c2,0,0.5085288786969869,0.8943384,0.99960995,0,0,0
dev_0878517,a4,b4,c3,0,0.5131465265443106,0.77862686,0.99960995,0,0,1
dev_0659962,a1,b5,c1,0,0.5288384114756466,0.4786687,0.99959505,0,0,0
dev_1157056,a2,b5,c3,0,0.523827875258414,0.5816326,0.99959505,0,0,0
dev_1176838,a2,b2,c2,0,0.5023020253901141,0.7303132,0.99959505,0,0,0
dev_1337347,a4,b2,c2,0,0.5136402002004057,0.80350953,0.999595,0,0,0
dev_1371549,a2,b5,c2,0,0.5079032680429775,0.8930645,0.999595,0,0,0
dev_1142625,a4,b1,c1,0,0.5197386631072402,0.6033618,0.999595,0,0,0
dev_0410015,a3,b4,c3,0,0.5130081762246473,0.9715355,0.99958,0,0,0
dev_1120905,a2,b2,c3,0,0.5086380824807614,0.69019246,0.99958,0,0,0
dev_1957717,a3,b1,c3,0,0.5372893030511946,0.39096853,0.999565,0,0,0
dev_1692416,a2,b4,c1,0,0.5141368241928131,0.91331404,0.999565,0,0,0
dev_1139608,a1,b3,c3,0,0.5247207971231841,0.34011903,0.999565,1,0,1
dev_1682583,a2,b5,c3,0,0.5174526620579056,0.6522917,0.999565,0,0,0
dev_0194415,a2,b3,c3,0,0.512897793573453,0.5291784,0.999565,0,0,0
dev_1146218,a1,b4,c1,0,0.513931293546887,0.72740185,0.999565,0,0,0
dev_1582731,a4,b5,c3,0,0.5234522280714765,0.65724915,0.999565,0,0,0
dev_1358989,a4,b1,c3,0,0.5184463734039695,0.56452715,0.99955,0,0,0
dev_1891669,a4,b4,c3,0,0.5286240195668994,0.41910386,0.99955,0,0,0
dev_0689503,a2,b1,c3,0,0.5043196264555633,0.8114778,0.99955,0,0,0
dev_1336978,a4,b3,c3,0,0.5109278100537578,0.76282203,0.99953496,0,0,0
dev_0671350,a4,b2,c1,0,0.5101259279274326,0.7942498,0.99953496,0,0,0
dev_1930769,a3,b1,c3,0,0.5143833799393872,0.8308459,0.99953496,0,0,0
dev_0393994,a3,b4,c1,0,0.5192068842150166,0.63815606,0.99953496,0,0,0
dev_0659762,a2,b2,c2,0,0.4995038783118118,0.9416804,0.99952006,0,1,0
dev_0739912,a1,b4,c2,0,0.5134079425033452,0.6827988,0.99952,0,0,0
dev_1381104,a1,b5,c1,0,0.5068634624967328,0.7222605,0.99952,0,0,0
dev_1746408,a1,b3,c3,0,0.5030049838529723,0.8752408,0.99950504,0,0,0
dev_1249585,a2,b4,c1,0,0.5102075117403835,0.7533684,0.99950504,0,0,0
dev_1095547,a1,b5,c3,0,0.5201799775677529,0.55572915,0.99950504,0,0,0
dev_0244228,a4,b3,c3,0,0.5088616325507707,0.8007515,0.999505,0,0,0
dev_1966355,a2,b5,c3,0,0.5278494018682031,0.47669256,0.999505,0,0,0
dev_1670894,a3,b2,c3,0,0.5166166774062645,0.49296904,0.999505,0,0,1
dev_1367956,a4,b4,c3,0,0.5306997145368095,0.3846816,0.999505,0,0,0
dev_1391989,a3,b3,c2,0,0.5369472843206043,0.3531366,0.999505,0,0,0
dev_0439340,a2,b5,c3,0,0.506081757134788,0.94860834,0.99949,0,0,0
dev_0109139,a3,b2,c3,0,0.5142883964545032,0.5482652,0.99949,0,0,0
dev_0669002,a3,b2,c2,0,0.5158861902226997,0.43586373,0.99949,0,0,0
dev_1529159,a2,b5,c2,0,0.513050698650703,0.56218576,0.99949,0,0,0
dev_0355867,a2,b4,c2,0,0.5050598136874672,0.87161124,0.999475,0,0,0
dev_1661115,a3,b2,c2,0,0.505682197282429,0.94535947,0.999475,0,0,0
dev_0337257,a1,b3,c1,0,0.5071757911324286,0.7947643,0.999475,0,0,0
dev_1426079,a4,b5,c2,0,0.5135353636471918,0.9243611,0.999475,0,0,0
dev_0549271,a4,b4,c3,0,0.5078935921306693,0.74733615,0.999475,0,0,0
dev_0987917,a4,b2,c3,0,0.5126418530944851,0.6209,0.999475,0,0,0
dev_1341515,a1,b1,c2,0,0.5096432899815388,0.7043535,0.999445,0,0,0
dev_1034018,a4,b5,c2,0,0.5154819785577853,0.7731917,0.99944496,0,0,0
dev_0028264,a3,b4,c3,0,0.5144984882592943,0.7194028,0.99944496,0,0,0
dev_1737289,a2,b5,c2,0,0.5052183843021822,0.9171521,0.99944496,0,0,0
dev_1181086,a1,b4,c1,0,0.5085454276538557,0.9108729,0.99943,0,0,0
dev_1809637,a1,b3,c2,0,0.5089917163660843,0.68234116,0.99943,0,0,0
dev_0335509,a2,b2,c2,0,0.5006389799212594,0.53041124,0.99941504,0,0,0
dev_1072220,a2,b1,c3,0,0.5019746739802542,0.74644953,0.99941504,0,0,0
dev_0658378,a4,b3,c2,0,0.5021260701057,1.1484696,0.999415,0,0,0
dev_1504368,a2,b5,c3,0,0.503192069567743,1.1209718,0.999415,0,0,0
dev_0658601,a3,b2,c3,0,0.5032348131701947,0.85759485,0.999415,0,0,0
dev_1390256,a1,b4,c1,0,0.5073191810618305,1.0574361,0.9994,0,0,0
dev_1346757,a1,b4,c3,0,0.5129572269578639,0.4750648,0.9994,0,0,1
dev_1706144,a3,b4,c2,0,0.5162836625722911,0.42633224,0.9994,0,0,0
dev_1385248,a4,b2,c3,0,0.5072281599039238,1.0772048,0.9994,0,1,0
dev_0238379,a4,b3,c1,0,0.5046414054513597,0.86169386,0.9994,0,0,0
dev_0644810,a3,b3,c2,0,0.5083934281265298,0.99654555,0.9994,0,0,0
dev_0498620,a1,b5,c3,0,0.5084732620728595,0.7705867,0.9994,0,0,0
dev_0834401,a1,b1,c1,0,0.5366594173774233,0.35631752,0.9994,0,0,0
dev_1626341,a3,b1,c3,0,0.5148273409125456,0.48446602,0.9994,0,0,0
dev_0339124,a2,b1,c2,0,0.5096129270584537,0.3946925,0.9994,0,0,0
dev_0634716,a3,b5,c2,0,0.5105919970583215,0.46316954,0.999385,0,0,1
dev_1105213,a1,b5,c2,0,0.5097324276455625,0.90884054,0.999385,0,0,0
dev_0132854,a3,b3,c2,0,0.5283571272603549,0.31966,0.999385,0,0,0
dev_1638598,a3,b1,c3,0,0.5153202224461607,0.43125284,0.999385,0,0,0
dev_1902001,a1,b5,c1,0,0.5017677951577554,0.79195243,0.99937004,0,0,0
dev_1919439,a1,b2,c2,0,0.5040832880380816,0.7265126,0.99937,0,0,0
dev_0795554,a1,b5,c1,0,0.5054729260154722,0.57216,0.99937,0,0,0
dev_0157503,a2,b3,c3,0,0.5006431757260125,0.78636914,0.99937,0,0,0
dev_0138174,a2,b1,c3,0,0.5013181787690678,0.7643235,0.99937,0,0,0
dev_1311298,a2,b5,c3,0,0.5137130250998653,0.49843815,0.99937,0,0,0
dev_1681034,a2,b1,c2,0,0.5074383091417596,0.42264405,0.999355,0,0,0
dev_0779955,a4,b3,c3,0,0.5092542894708766,0.5810008,0.999355,0,0,0
dev_0200615,a1,b5,c2,0,0.5333988586303713,0.31610885,0.999355,0,0,0
dev_1131635,a2,b5,c1,0,0.531494430704501,0.30824554,0.99935496,0,0,0
dev_1230504,a3,b3,c1,0,0.5109741523809421,0.40667883,0.99935496,0,0,0
dev_1178598,a4,b5,c3,0,0.5502623012754976,0.34493318,0.99935496,1,0,0
dev_0268157,a1,b3,c1,0,0.5026590757074334,0.94817346,0.99935496,0,0,0
dev_1793842,a2,b2,c3,0,0.49817302296928817,0.8202516,0.99935496,0,0,0
dev_0417946,a4,b2,c2,0,0.5103499120326639,0.7262099,0.99934,0,0,0
dev_1144553,a1,b1,c1,0,0.5070092649246039,0.578102,0.99934,0,0,0
dev_0958011,a1,b5,c2,0,0.52036744963728,0.34867942,0.99934,0,0,0
dev_0698969,a4,b1,c2,0,0.516596529543695,0.40621442,0.99934,0,0,0
dev_1036972,a1,b1,c2,0,0.5077419288120301,0.6971472,0.99934,0,0,0
dev_1097521,a2,b4,c1,0,0.5094169138742811,0.4587044,0.99934,0,0,0
dev_1450014,a4,b1,c3,0,0.5109677054989051,0.5341519,0.99932504,0,0,0
dev_0785003,a1,b2,c3,0,0.5039712001835255,0.7381315,0.99932504,0,0,0
dev_1375743,a2,b1,c2,0,0.5041846632535149,0.6943774,0.99932504,0,0,0
dev_0867341,a1,b5,c2,0,0.5088929564764793,0.80546945,0.99931,0,0,0
dev_1970897,a2,b5,c2,0,0.5046373711217711,0.8737521,0.99931,0,0,0
dev_0847577,a1,b5,c1,0,0.5011370125860626,0.773734,0.99931,0,0,0
dev_1166800,a2,b3,c2,0,0.504094915943947,0.91426903,0.99931,0,0,0
dev_0842560,a3,b5,c3,0,0.512908842997276,0.73204607,0.99931,0,0,0
dev_0954536,a4,b3,c1,0,0.5047768837595984,0.75849724,0.99931,0,0,0
dev_1362736,a3,b2,c2,0,0.5083702893513264,0.4424142,0.99931,0,0,0
dev_1525200,a4,b5,c1,0,0.5226516092603503,0.32854348,0.999295,0,0,0
dev_0285899,a1,b5,c3,0,0.5195736864421223,0.39766183,0.999295,0,0,0
dev_0585047,a2,b1,c2,0,0.5016472051252329,0.8670338,0.999295,0,0,0
dev_0179829,a2,b1,c2,0,0.5008452333246615,0.96394193,0.999295,0,0,0
dev_0862845,a2,b3,c2,0,0.5158140268933946,0.36529985,0.99928,0,0,0
dev_1085923,a3,b3,c2,0,0.5195159383206039,0.32872447,0.99928,0,0,0
dev_1581739,a2,b2,c3,0,0.5136339775234396,0.3437473,0.99928,0,0,0
dev_1965244,a2,b1,c2,0,0.5035404420099083,0.5554799,0.999265,0,0,0
dev_0441232,a3,b2,c2,0,0.5198353458988716,0.31782314,0.99926496,0,0,0
dev_1890869,a4,b1,c3,0,0.504511111499969,0.86007744,0.99926496,0,0,0
dev_1640067,a3,b4,c3,0,0.5058617728112639,0.80863535,0.99925,0,0,0
dev_0825130,a3,b4,c1,0,0.5061308121989304,0.93452615,0.99925,0,0,0
dev_0274866,a2,b5,c3,0,0.521601497942864,0.37659723,0.99924994,0,0,0
dev_0192648,a3,b2,c3,0,0.5064144075539457,0.42265627,0.99923503,0,0,0
dev_1153463,a2,b5,c1,0,0.50854152985173,0.6749394,0.99923503,0,0,0
dev_0045341,a2,b2,c1,0,0.49802831517426904,0.7043893,0.99923503,0,0,0
dev_1574590,a4,b3,c1,0,0.5066468438860647,0.5203695,0.99923503,0,0,0
dev_1415302,a1,b2,c3,0,0.5046369702248217,0.5193322,0.99923503,0,0,0
dev_0457729,a2,b4,c3,0,0.5055904573612123,0.8003154,0.999235,0,0,0
dev_1069249,a2,b4,c3,0,0.5054558563413201,0.886306,0.999235,0,0,0
dev_1979104,a3,b5,c1,0,0.5182228209619152,0.3295695,0.999235,0,0,1
dev_1690496,a1,b2,c2,0,0.5105974356280721,0.34685263,0.99922,0,0,0
dev_0832230,a1,b3,c1,0,0.5088239210627011,0.40795264,0.99922,0,0,0
dev_0435259,a4,b2,c3,0,0.5211497378064257,0.319305,0.99922,0,0,0
dev_0453833,a1,b1,c3,0,0.49956048698575956,0.91613483,0.99922,0,0,0
dev_0752033,a4,b1,c2,0,0.5120449202581648,0.38199267,0.999205,0,0,0
dev_0827860,a3,b3,c2,0,0.509405227965735,0.62333816,0.999205,0,0,0
dev_1489780,a4,b1,c3,0,0.503471487657715,0.8430938,0.999205,0,0,0
dev_0511833,a3,b5,c3,0,0.5214569659859759,0.36618474,0.999205,0,0,0
dev_1884284,a2,b2,c1,0,0.5009241632097127,0.40988228,0.99919,0,0,0
dev_1708441,a3,b1,c1,0,0.5060317266380007,0.6593634,0.99919,0,0,0
dev_0534026,a1,b4,c3,0,0.5049812213593731,0.71345115,0.99919,0,0,0
dev_1536599,a2,b5,c2,0,0.5114801515269685,0.36247498,0.99919,0,0,0
dev_0494153,a2,b3,c2,0,0.5148453445059828,0.34454542,0.999175,0,0,0
dev_0128614,a1,b3,c3,0,0.5139618090547842,0.29271483,0.999175,0,0,0
dev_1147609,a2,b1,c1,0,0.5032221094832604,0.74284494,0.999175,0,0,0
dev_0714870,a3,b1,c2,0,0.5094896645877784,0.40801826,0.999175,0,0,0
dev_0219868,a3,b2,c3,0,0.5076930264095295,0.3726037,0.99917495,0,0,0
dev_1826051,a2,b3,c2,0,0.5100386322496665,0.38730937,0.99917495,0,0,0
dev_1685023,a2,b3,c3,0,0.4979455599940159,0.67564535,0.99917495,0,0,0
dev_1661302,a1,b2,c2,0,0.4992154562293314,0.93149996,0.99916005,0,0,0
dev_0683117,a1,b1,c2,0,0.5187026555238538,0.3011494,0.99916005,0,0,0
dev_0720872,a4,b5,c2,0,0.5054961700737768,0.81053144,0.99916,0,0,0
dev_0332615,a4,b2,c3,0,0.5021802925528042,1.0397527,0.99916,0,0,0
dev_1016068,a1,b4,c3,0,0.5039581268349358,0.8366847,0.99914503,0,0,0
dev_0814588,a2,b4,c2,0,0.5028705754266187,0.47734526,0.99914503,0,0,0
dev_1080098,a4,b2,c3,0,0.5045315348393635,0.7452437,0.99914503,0,0,0
dev_1370878,a2,b2,c3,0,0.4975595029936136,0.6023872,0.99914503,0,0,0
dev_1388186,a1,b4,c1,0,0.5131615605185441,0.34381372,0.99913,0,0,0
dev_1281996,a2,b5,c3,0,0.504162597877709,0.49493852,0.99913,0,0,0
